GO_term1	GO_term2	similarity
GO:0120117	GO:0120117	0.591
GO:0035747	GO:0035747	0.496
GO:0097531	GO:0097531	0.585
GO:0035683	GO:0035683	0.555
GO:0097530	GO:0097530	0.585
GO:0033500	GO:0033500	0.833
GO:0055088	GO:0055088	0.55
GO:0001678	GO:0001678	0.693
GO:0050801	GO:0050801	0.55
GO:0048878	GO:0048878	0.709
GO:0080144	GO:0080144	0.55
GO:0061844	GO:0061844	0.577
GO:0006955	GO:0006955	0.831
GO:0002250	GO:0002250	0.669
GO:0019730	GO:0019730	0.609
GO:0002455	GO:0002455	0.593
GO:0042088	GO:0042088	0.486
GO:0050776	GO:0050776	0.489
GO:0006956	GO:0006956	0.522
GO:0002922	GO:0002922	0.492
GO:0002920	GO:0002920	0.612
GO:0002437	GO:0002437	0.534
GO:0002376	GO:0002376	0.536
GO:0042092	GO:0042092	0.669
GO:0002385	GO:0002385	0.56
GO:0002384	GO:0002384	0.56
GO:0072538	GO:0072538	0.486
GO:0002460	GO:0002460	0.56
GO:0002395	GO:0002395	0.56
GO:0002263	GO:0002263	0.51
GO:0002387	GO:0002387	0.669
GO:0002418	GO:0002418	0.559
GO:0006935	GO:0006935	0.468
GO:0030593	GO:0030593	0.604
GO:0048246	GO:0048246	0.684
GO:0060326	GO:0060326	0.727
GO:0048245	GO:0048245	0.604
GO:0035705	GO:0035705	0.57
GO:0010818	GO:0010818	0.604
GO:0002689	GO:0002689	0.472
GO:0071621	GO:0071621	0.684
GO:0035767	GO:0035767	0.547
GO:0071670	GO:0071670	0.585
GO:0002551	GO:0002551	0.684
GO:0002575	GO:0002575	0.633
GO:0036336	GO:0036336	0.565
GO:0002232	GO:0002232	0.738
GO:0006954	GO:0006954	0.545
GO:0002269	GO:0002269	0.505
GO:0019370	GO:0019370	0.577
GO:0015943	GO:0015943	0.466
GO:0055129	GO:0055129	0.503
GO:1901750	GO:1901750	0.506
GO:0006699	GO:0006699	0.575
GO:0006065	GO:0006065	0.474
GO:1905004	GO:1905004	0.528
GO:0019413	GO:0019413	0.466
GO:2001303	GO:2001303	0.497
GO:2001306	GO:2001306	0.497
GO:0046456	GO:0046456	0.53
GO:0019367	GO:0019367	0.487
GO:0042866	GO:0042866	0.466
GO:0034276	GO:0034276	0.572
GO:1903966	GO:1903966	0.472
GO:0009107	GO:0009107	0.625
GO:1901753	GO:1901753	0.577
GO:0009099	GO:0009099	0.5
GO:0008652	GO:0008652	0.572
GO:0006592	GO:0006592	0.483
GO:0009449	GO:0009449	0.483
GO:0034418	GO:0034418	0.5
GO:0009082	GO:0009082	0.492
GO:0009098	GO:0009098	0.5
GO:0031408	GO:0031408	0.64
GO:0006601	GO:0006601	0.482
GO:0042181	GO:0042181	0.517
GO:0033396	GO:0033396	0.467
GO:0019483	GO:0019483	0.5
GO:0019249	GO:0019249	0.52
GO:0035499	GO:0035499	0.497
GO:0019369	GO:0019369	0.514
GO:0043648	GO:0043648	0.63
GO:0006103	GO:0006103	0.527
GO:0006107	GO:0006107	0.527
GO:0006101	GO:0006101	0.527
GO:0006106	GO:0006106	0.527
GO:0006108	GO:0006108	0.527
GO:0072350	GO:0072350	0.63
GO:0071344	GO:0071344	0.547
GO:0006105	GO:0006105	0.527
GO:0006573	GO:0006573	0.479
GO:0006551	GO:0006551	0.479
GO:0046415	GO:0046415	0.541
GO:0042180	GO:0042180	0.529
GO:0018874	GO:0018874	0.468
GO:0033609	GO:0033609	0.527
GO:0046395	GO:0046395	0.502
GO:0019852	GO:0019852	0.492
GO:0006547	GO:0006547	0.479
GO:0009081	GO:0009081	0.468
GO:0032788	GO:0032788	0.541
GO:0042126	GO:0042126	0.504
GO:1901605	GO:1901605	0.479
GO:0019482	GO:0019482	0.479
GO:0006952	GO:0006952	0.534
GO:0002538	GO:0002538	0.865
GO:0002536	GO:0002536	0.499
GO:0035491	GO:0035491	0.478
GO:0002532	GO:0002532	0.776
GO:0006950	GO:0006950	0.466
GO:0002537	GO:0002537	0.636
GO:0008299	GO:0008299	0.482
GO:0006081	GO:0006081	0.512
GO:0006714	GO:0006714	0.502
GO:0006629	GO:0006629	0.617
GO:0046839	GO:0046839	0.63
GO:0030259	GO:0030259	0.704
GO:0006641	GO:0006641	0.472
GO:0046339	GO:0046339	0.472
GO:0006720	GO:0006720	0.675
GO:0046490	GO:0046490	0.499
GO:0016098	GO:0016098	0.502
GO:0002933	GO:0002933	0.75
GO:0006665	GO:0006665	0.523
GO:0030258	GO:0030258	0.879
GO:0016101	GO:0016101	0.502
GO:0006644	GO:0006644	0.556
GO:0006664	GO:0006664	0.519
GO:0046485	GO:0046485	0.569
GO:0046834	GO:0046834	0.63
GO:0046486	GO:0046486	0.675
GO:0016119	GO:0016119	0.49
GO:0006639	GO:0006639	0.529
GO:0036155	GO:0036155	0.472
GO:0006643	GO:0006643	0.675
GO:1901570	GO:1901570	0.799
GO:0010025	GO:0010025	0.62
GO:1901696	GO:1901696	0.497
GO:0019543	GO:0019543	0.494
GO:0019521	GO:0019521	0.511
GO:0046359	GO:0046359	0.494
GO:0042573	GO:0042573	0.527
GO:0045922	GO:0045922	0.492
GO:0019542	GO:0019542	0.51
GO:0034625	GO:0034625	0.54
GO:0034626	GO:0034626	0.54
GO:0006097	GO:0006097	0.502
GO:0046360	GO:0046360	0.51
GO:0019606	GO:0019606	0.494
GO:0002152	GO:0002152	0.521
GO:0008654	GO:0008654	0.491
GO:0045717	GO:0045717	0.524
GO:0008610	GO:0008610	0.522
GO:2001280	GO:2001280	0.489
GO:0042904	GO:0042904	0.514
GO:0002138	GO:0002138	0.552
GO:0019244	GO:0019244	0.5
GO:0042304	GO:0042304	0.612
GO:0031392	GO:0031392	0.503
GO:0046295	GO:0046295	0.507
GO:1903671	GO:1903671	0.888
GO:0061044	GO:0061044	0.699
GO:0001525	GO:0001525	0.656
GO:0045766	GO:0045766	0.732
GO:1903011	GO:1903011	0.484
GO:0060055	GO:0060055	0.522
GO:1905554	GO:1905554	0.743
GO:1903670	GO:1903670	0.759
GO:0045765	GO:0045765	0.854
GO:0002040	GO:0002040	0.577
GO:1903672	GO:1903672	0.65
GO:0048844	GO:0048844	0.477
GO:1901491	GO:1901491	0.52
GO:0001569	GO:0001569	0.5
GO:1905555	GO:1905555	0.543
GO:1904018	GO:1904018	0.506
GO:0048514	GO:0048514	0.58
GO:1905653	GO:1905653	0.505
GO:0061042	GO:0061042	0.478
GO:0035470	GO:0035470	0.535
GO:0060978	GO:0060978	0.524
GO:0045992	GO:0045992	0.49
GO:1901342	GO:1901342	0.595
GO:0061369	GO:0061369	0.806
GO:2001213	GO:2001213	0.467
GO:1905553	GO:1905553	0.632
GO:0048845	GO:0048845	0.477
GO:0008285	GO:0008285	0.667
GO:0050680	GO:0050680	0.816
GO:0001935	GO:0001935	0.494
GO:0001938	GO:0001938	0.591
GO:0048147	GO:0048147	0.502
GO:0050679	GO:0050679	0.485
GO:2000647	GO:2000647	0.502
GO:0048662	GO:0048662	0.484
GO:1905562	GO:1905562	0.624
GO:1905563	GO:1905563	0.828
GO:1904697	GO:1904697	0.496
GO:2000178	GO:2000178	0.502
GO:1905564	GO:1905564	0.489
GO:1903588	GO:1903588	0.695
GO:0060244	GO:0060244	0.474
GO:0010839	GO:0010839	0.646
GO:0033689	GO:0033689	0.502
GO:0070664	GO:0070664	0.502
GO:0033600	GO:0033600	0.519
GO:1904003	GO:1904003	0.502
GO:0001936	GO:0001936	0.762
GO:1901383	GO:1901383	0.502
GO:1902731	GO:1902731	0.531
GO:0061469	GO:0061469	0.496
GO:0070345	GO:0070345	0.502
GO:1903587	GO:1903587	0.51
GO:2000818	GO:2000818	0.502
GO:0072201	GO:0072201	0.502
GO:0010837	GO:0010837	0.496
GO:2000795	GO:2000795	0.496
GO:1904691	GO:1904691	0.646
GO:2000346	GO:2000346	0.546
GO:1904054	GO:1904054	0.496
GO:0061045	GO:0061045	0.526
GO:0050727	GO:0050727	0.787
GO:0106014	GO:0106014	0.626
GO:0150077	GO:0150077	0.669
GO:0050729	GO:0050729	0.625
GO:0050689	GO:0050689	0.502
GO:0060134	GO:0060134	0.5
GO:0106015	GO:0106015	0.792
GO:0045824	GO:0045824	0.539
GO:0002674	GO:0002674	0.859
GO:0002865	GO:0002865	0.631
GO:0002862	GO:0002862	0.744
GO:0050687	GO:0050687	0.52
GO:0002882	GO:0002882	0.474
GO:0150078	GO:0150078	0.537
GO:0031620	GO:0031620	0.48
GO:0002875	GO:0002875	0.631
GO:0150079	GO:0150079	0.859
GO:1903979	GO:1903979	0.579
GO:0002879	GO:0002879	0.474
GO:0002677	GO:0002677	0.859
GO:0002675	GO:0002675	0.537
GO:1903978	GO:1903978	0.466
GO:0002864	GO:0002864	0.506
GO:1900425	GO:1900425	0.6
GO:1900424	GO:1900424	0.487
GO:0002673	GO:0002673	0.669
GO:0002678	GO:0002678	0.537
GO:0106016	GO:0106016	0.498
GO:1903898	GO:1903898	0.598
GO:1900407	GO:1900407	0.535
GO:0034976	GO:0034976	0.532
GO:1902883	GO:1902883	0.502
GO:1900034	GO:1900034	0.574
GO:0032873	GO:0032873	0.467
GO:2000001	GO:2000001	0.528
GO:1900038	GO:1900038	0.651
GO:1900039	GO:1900039	0.469
GO:0033554	GO:0033554	0.482
GO:2000773	GO:2000773	0.61
GO:1904293	GO:1904293	0.524
GO:1900037	GO:1900037	0.529
GO:0043518	GO:0043518	0.494
GO:2000002	GO:2000002	0.518
GO:2000655	GO:2000655	0.477
GO:1902548	GO:1902548	0.477
GO:2000772	GO:2000772	0.522
GO:0090288	GO:0090288	0.548
GO:1905090	GO:1905090	0.547
GO:1903382	GO:1903382	0.495
GO:1900408	GO:1900408	0.629
GO:1905898	GO:1905898	0.685
GO:0016525	GO:0016525	0.888
GO:0002043	GO:0002043	0.483
GO:0030195	GO:0030195	0.482
GO:0050728	GO:0050728	0.526
GO:0090331	GO:0090331	0.469
GO:0042730	GO:0042730	0.683
GO:0051918	GO:0051918	0.564
GO:0010544	GO:0010544	0.562
GO:0030193	GO:0030193	0.555
GO:0090303	GO:0090303	0.566
GO:0051917	GO:0051917	0.661
GO:0061041	GO:0061041	0.688
GO:0051919	GO:0051919	0.629
GO:1903034	GO:1903034	0.573
GO:1900159	GO:1900159	0.831
GO:0040019	GO:0040019	0.5
GO:0030282	GO:0030282	0.571
GO:1904179	GO:1904179	0.526
GO:0070169	GO:0070169	0.826
GO:0045778	GO:0045778	0.533
GO:0030500	GO:0030500	0.801
GO:0070175	GO:0070175	0.571
GO:0030502	GO:0030502	0.65
GO:0051798	GO:0051798	0.481
GO:0061036	GO:0061036	0.542
GO:0031214	GO:0031214	0.494
GO:0070168	GO:0070168	0.565
GO:1903012	GO:1903012	0.531
GO:0090184	GO:0090184	0.494
GO:0070172	GO:0070172	0.678
GO:0022409	GO:0022409	0.627
GO:0045785	GO:0045785	0.55
GO:2000049	GO:2000049	0.473
GO:0022407	GO:0022407	0.506
GO:0034116	GO:0034116	0.473
GO:0034112	GO:0034112	0.473
GO:1900625	GO:1900625	0.545
GO:1904996	GO:1904996	0.838
GO:1904998	GO:1904998	0.593
GO:1903037	GO:1903037	0.57
GO:1904997	GO:1904997	0.763
GO:1903039	GO:1903039	0.719
GO:0070301	GO:0070301	0.466
GO:1903376	GO:1903376	0.498
GO:0034599	GO:0034599	0.691
GO:1902177	GO:1902177	0.48
GO:0090403	GO:0090403	0.517
GO:2000121	GO:2000121	0.601
GO:1900409	GO:1900409	0.829
GO:1902176	GO:1902176	0.48
GO:1902175	GO:1902175	0.596
GO:0062197	GO:0062197	0.589
GO:0034614	GO:0034614	0.54
GO:0071447	GO:0071447	0.54
GO:1901300	GO:1901300	0.49
GO:1901299	GO:1901299	0.49
GO:1902884	GO:1902884	0.513
GO:1902882	GO:1902882	0.608
GO:0071500	GO:0071500	0.484
GO:1901031	GO:1901031	0.504
GO:0010629	GO:0010629	0.474
GO:0010628	GO:0010628	0.474
GO:0001817	GO:0001817	0.793
GO:0032680	GO:0032680	0.58
GO:0010468	GO:0010468	0.603
GO:0032703	GO:0032703	0.522
GO:0032653	GO:0032653	0.67
GO:0032655	GO:0032655	0.67
GO:0032675	GO:0032675	0.67
GO:0032649	GO:0032649	0.67
GO:0010935	GO:0010935	0.501
GO:0001819	GO:0001819	0.608
GO:0001818	GO:0001818	0.608
GO:0032717	GO:0032717	0.522
GO:0032733	GO:0032733	0.522
GO:0032729	GO:0032729	0.522
GO:1900016	GO:1900016	0.802
GO:0032695	GO:0032695	0.522
GO:0032922	GO:0032922	0.523
GO:0032715	GO:0032715	0.522
GO:0032481	GO:0032481	0.522
GO:0032743	GO:0032743	0.522
GO:0032755	GO:0032755	0.522
GO:0032722	GO:0032722	0.522
GO:0032682	GO:0032682	0.522
GO:0032753	GO:0032753	0.522
GO:0090271	GO:0090271	0.522
GO:0090362	GO:0090362	0.522
GO:0071636	GO:0071636	0.522
GO:0010575	GO:0010575	0.522
GO:0032480	GO:0032480	0.522
GO:0032757	GO:0032757	0.522
GO:0040029	GO:0040029	0.506
GO:0032677	GO:0032677	0.67
GO:0032735	GO:0032735	0.522
GO:0010574	GO:0010574	0.67
GO:0032651	GO:0032651	0.58
GO:0032642	GO:0032642	0.67
GO:1900168	GO:1900168	0.522
GO:0032700	GO:0032700	0.522
GO:0032693	GO:0032693	0.522
GO:0032740	GO:0032740	0.522
GO:0032714	GO:0032714	0.522
GO:0032696	GO:0032696	0.522
GO:0071635	GO:0071635	0.522
GO:0032747	GO:0032747	0.522
GO:0032909	GO:0032909	0.58
GO:0032752	GO:0032752	0.522
GO:0032692	GO:0032692	0.522
GO:0032701	GO:0032701	0.522
GO:0032689	GO:0032689	0.522
GO:1900017	GO:1900017	0.802
GO:0034346	GO:0034346	0.522
GO:0002730	GO:0002730	0.472
GO:0032741	GO:0032741	0.522
GO:0150129	GO:0150129	0.522
GO:0010608	GO:0010608	0.506
GO:2000341	GO:2000341	0.58
GO:0090272	GO:0090272	0.522
GO:0032713	GO:0032713	0.522
GO:0032736	GO:0032736	0.522
GO:0032754	GO:0032754	0.522
GO:0032732	GO:0032732	0.522
GO:0032745	GO:0032745	0.522
GO:0071657	GO:0071657	0.477
GO:0032707	GO:0032707	0.522
GO:0032663	GO:0032663	0.67
GO:1903556	GO:1903556	0.522
GO:0032479	GO:0032479	0.67
GO:0034344	GO:0034344	0.67
GO:0032723	GO:0032723	0.522
GO:0032667	GO:0032667	0.67
GO:0032738	GO:0032738	0.522
GO:0032648	GO:0032648	0.58
GO:0071640	GO:0071640	0.58
GO:0032683	GO:0032683	0.522
GO:0032674	GO:0032674	0.67
GO:0002718	GO:0002718	0.564
GO:1904472	GO:1904472	0.522
GO:1901258	GO:1901258	0.522
GO:1904046	GO:1904046	0.522
GO:0071656	GO:0071656	0.477
GO:0032712	GO:0032712	0.522
GO:0032645	GO:0032645	0.561
GO:0032739	GO:0032739	0.522
GO:0032661	GO:0032661	0.67
GO:0045444	GO:0045444	0.631
GO:0045596	GO:0045596	0.657
GO:0045666	GO:0045666	0.489
GO:1904761	GO:1904761	0.546
GO:0045669	GO:0045669	0.514
GO:0045597	GO:0045597	0.657
GO:0045667	GO:0045667	0.655
GO:0045665	GO:0045665	0.489
GO:2000740	GO:2000740	0.469
GO:0045668	GO:0045668	0.514
GO:0045662	GO:0045662	0.514
GO:0010744	GO:0010744	0.527
GO:0010745	GO:0010745	0.527
GO:0090336	GO:0090336	0.667
GO:0048710	GO:0048710	0.494
GO:0010830	GO:0010830	0.507
GO:1903620	GO:1903620	0.546
GO:1901329	GO:1901329	0.472
GO:2000737	GO:2000737	0.546
GO:1902036	GO:1902036	0.487
GO:0045663	GO:0045663	0.514
GO:2000736	GO:2000736	0.703
GO:2000738	GO:2000738	0.546
GO:0045664	GO:0045664	0.619
GO:0051149	GO:0051149	0.514
GO:0032330	GO:0032330	0.509
GO:0051147	GO:0051147	0.655
GO:0050793	GO:0050793	0.553
GO:1904762	GO:1904762	0.546
GO:1901534	GO:1901534	0.475
GO:1901532	GO:1901532	0.598
GO:0010717	GO:0010717	0.605
GO:0051150	GO:0051150	0.569
GO:1903444	GO:1903444	0.667
GO:1901533	GO:1901533	0.475
GO:0045634	GO:0045634	0.569
GO:0042659	GO:0042659	0.557
GO:0051148	GO:0051148	0.514
GO:2001051	GO:2001051	0.476
GO:2000739	GO:2000739	0.598
GO:0048505	GO:0048505	0.703
GO:0048713	GO:0048713	0.494
GO:2001212	GO:2001212	0.566
GO:0014038	GO:0014038	0.494
GO:2001014	GO:2001014	0.575
GO:0042660	GO:0042660	0.501
GO:0048496	GO:0048496	0.513
GO:1903429	GO:1903429	0.561
GO:0010721	GO:0010721	0.532
GO:0045637	GO:0045637	0.499
GO:2000973	GO:2000973	0.483
GO:0060800	GO:0060800	0.487
GO:0045661	GO:0045661	0.655
GO:0090210	GO:0090210	0.516
GO:1905770	GO:1905770	0.556
GO:2000741	GO:2000741	0.469
GO:1904338	GO:1904338	0.546
GO:0045601	GO:0045601	0.483
GO:1904760	GO:1904760	0.703
GO:0010743	GO:0010743	0.674
GO:0051153	GO:0051153	0.569
GO:1905453	GO:1905453	0.533
GO:0045604	GO:0045604	0.475
GO:0045685	GO:0045685	0.619
GO:0010720	GO:0010720	0.532
GO:1905934	GO:1905934	0.517
GO:0060164	GO:0060164	0.526
GO:0045088	GO:0045088	0.551
GO:1900426	GO:1900426	0.474
GO:0002230	GO:0002230	0.514
GO:0031622	GO:0031622	0.483
GO:0002885	GO:0002885	0.487
GO:0050691	GO:0050691	0.52
GO:0002876	GO:0002876	0.499
GO:0002866	GO:0002866	0.499
GO:0060330	GO:0060330	0.479
GO:0002863	GO:0002863	0.58
GO:0050688	GO:0050688	0.526
GO:0010186	GO:0010186	0.495
GO:0060264	GO:0060264	0.502
GO:0090594	GO:0090594	0.576
GO:0046676	GO:0046676	0.807
GO:0032024	GO:0032024	0.807
GO:0050709	GO:0050709	0.647
GO:0035774	GO:0035774	0.675
GO:0002001	GO:0002001	0.503
GO:0033299	GO:0033299	0.492
GO:0030073	GO:0030073	0.712
GO:0035773	GO:0035773	0.513
GO:0061178	GO:0061178	0.793
GO:0009306	GO:0009306	0.568
GO:1904465	GO:1904465	0.593
GO:0070165	GO:0070165	0.649
GO:0046887	GO:0046887	0.55
GO:0070093	GO:0070093	0.614
GO:0051461	GO:0051461	0.553
GO:0014062	GO:0014062	0.514
GO:0070460	GO:0070460	0.513
GO:0050708	GO:0050708	0.798
GO:0061179	GO:0061179	0.647
GO:0060124	GO:0060124	0.614
GO:0046883	GO:0046883	0.677
GO:1902722	GO:1902722	0.737
GO:0061358	GO:0061358	0.637
GO:0051458	GO:0051458	0.478
GO:0090277	GO:0090277	0.665
GO:0046888	GO:0046888	0.55
GO:0043397	GO:0043397	0.745
GO:0070164	GO:0070164	0.649
GO:2000866	GO:2000866	0.478
GO:0070094	GO:0070094	0.614
GO:1904466	GO:1904466	0.593
GO:0030072	GO:0030072	0.586
GO:1900134	GO:1900134	0.553
GO:1900135	GO:1900135	0.553
GO:0090276	GO:0090276	0.823
GO:0036321	GO:0036321	0.513
GO:0030252	GO:0030252	0.513
GO:0060123	GO:0060123	0.745
GO:0070091	GO:0070091	0.513
GO:0070092	GO:0070092	0.745
GO:2000845	GO:2000845	0.478
GO:0070253	GO:0070253	0.513
GO:0030103	GO:0030103	0.513
GO:0051224	GO:0051224	0.492
GO:0061357	GO:0061357	0.637
GO:0070459	GO:0070459	0.649
GO:0046879	GO:0046879	0.481
GO:0090274	GO:0090274	0.614
GO:0110010	GO:0110010	0.492
GO:0046880	GO:0046880	0.476
GO:1904464	GO:1904464	0.718
GO:0061355	GO:0061355	0.549
GO:0090275	GO:0090275	0.614
GO:0051460	GO:0051460	0.553
GO:0051459	GO:0051459	0.67
GO:0090341	GO:0090341	0.593
GO:0090340	GO:0090340	0.593
GO:0045428	GO:0045428	0.674
GO:0045429	GO:0045429	0.509
GO:0050665	GO:0050665	0.47
GO:0032930	GO:0032930	0.467
GO:1903428	GO:1903428	0.762
GO:2000379	GO:2000379	0.594
GO:2000378	GO:2000378	0.594
GO:2000377	GO:2000377	0.769
GO:1903427	GO:1903427	0.762
GO:1903409	GO:1903409	0.616
GO:0019222	GO:0019222	0.478
GO:0045019	GO:0045019	0.509
GO:0010565	GO:0010565	0.475
GO:0032929	GO:0032929	0.467
GO:0032928	GO:0032928	0.544
GO:0046885	GO:0046885	0.516
GO:0010730	GO:0010730	0.567
GO:0010310	GO:0010310	0.636
GO:0009891	GO:0009891	0.486
GO:0051174	GO:0051174	0.539
GO:0043467	GO:0043467	0.539
GO:0090322	GO:0090322	0.636
GO:2000374	GO:2000374	0.539
GO:0009890	GO:0009890	0.486
GO:0080164	GO:0080164	0.576
GO:0010729	GO:0010729	0.567
GO:0060840	GO:0060840	0.57
GO:0060562	GO:0060562	0.475
GO:0009653	GO:0009653	0.479
GO:0060976	GO:0060976	0.52
GO:0072359	GO:0072359	0.554
GO:0001568	GO:0001568	0.674
GO:0002042	GO:0002042	0.686
GO:2001214	GO:2001214	0.482
GO:0001946	GO:0001946	0.588
GO:0001570	GO:0001570	0.69
GO:1903589	GO:1903589	0.542
GO:0097070	GO:0097070	0.672
GO:0097186	GO:0097186	0.474
GO:0048546	GO:0048546	0.541
GO:0001955	GO:0001955	0.514
GO:0061299	GO:0061299	0.479
GO:0001944	GO:0001944	0.614
GO:0009887	GO:0009887	0.474
GO:0035909	GO:0035909	0.634
GO:0035904	GO:0035904	0.492
GO:0061304	GO:0061304	0.655
GO:0072104	GO:0072104	0.677
GO:0097187	GO:0097187	0.474
GO:0001945	GO:0001945	0.543
GO:0035148	GO:0035148	0.659
GO:0061626	GO:0061626	0.609
GO:0003207	GO:0003207	0.472
GO:0048646	GO:0048646	0.575
GO:0060841	GO:0060841	0.57
GO:0072197	GO:0072197	0.481
GO:0048645	GO:0048645	0.514
GO:0035239	GO:0035239	0.668
GO:0061031	GO:0061031	0.483
GO:0090051	GO:0090051	0.48
GO:0007275	GO:0007275	0.496
GO:0072277	GO:0072277	0.578
GO:0060981	GO:0060981	0.635
GO:0035441	GO:0035441	0.541
GO:0048859	GO:0048859	0.474
GO:0007442	GO:0007442	0.498
GO:1905327	GO:1905327	0.474
GO:0060854	GO:0060854	0.515
GO:1902262	GO:1902262	0.668
GO:0035912	GO:0035912	0.565
GO:0060436	GO:0060436	0.49
GO:0060982	GO:0060982	0.587
GO:0097102	GO:0097102	0.612
GO:0061441	GO:0061441	0.555
GO:0072554	GO:0072554	0.619
GO:0021556	GO:0021556	0.5
GO:0060434	GO:0060434	0.476
GO:0060197	GO:0060197	0.503
GO:0003188	GO:0003188	0.504
GO:0035910	GO:0035910	0.612
GO:0035905	GO:0035905	0.484
GO:0035906	GO:0035906	0.484
GO:0022009	GO:0022009	0.492
GO:0036303	GO:0036303	0.545
GO:0061156	GO:0061156	0.672
GO:0060214	GO:0060214	0.504
GO:0120078	GO:0120078	0.718
GO:0035295	GO:0035295	0.546
GO:0060979	GO:0060979	0.566
GO:0021501	GO:0021501	0.549
GO:0003169	GO:0003169	0.587
GO:0072175	GO:0072175	0.488
GO:0048621	GO:0048621	0.468
GO:0006959	GO:0006959	0.577
GO:0002237	GO:0002237	0.48
GO:0019731	GO:0019731	0.647
GO:0019732	GO:0019732	0.647
GO:0009617	GO:0009617	0.574
GO:0009615	GO:0009615	0.574
GO:0045087	GO:0045087	0.575
GO:0098586	GO:0098586	0.484
GO:0140459	GO:0140459	0.484
GO:0009624	GO:0009624	0.574
GO:0051707	GO:0051707	0.696
GO:0001878	GO:0001878	0.484
GO:0043152	GO:0043152	0.608
GO:0009597	GO:0009597	0.484
GO:0140460	GO:0140460	0.484
GO:0002759	GO:0002759	0.584
GO:0043207	GO:0043207	0.557
GO:0002779	GO:0002779	0.476
GO:0002760	GO:0002760	0.476
GO:0070849	GO:0070849	0.494
GO:0071345	GO:0071345	0.484
GO:1990416	GO:1990416	0.677
GO:0071364	GO:0071364	0.738
GO:0070848	GO:0070848	0.478
GO:0071560	GO:0071560	0.738
GO:0071363	GO:0071363	0.742
GO:0035729	GO:0035729	0.6
GO:1990090	GO:1990090	0.738
GO:0036120	GO:0036120	0.738
GO:0071774	GO:0071774	0.655
GO:1990089	GO:1990089	0.494
GO:1903845	GO:1903845	0.51
GO:0035768	GO:0035768	0.612
GO:0071773	GO:0071773	0.738
GO:0090080	GO:0090080	0.529
GO:0071444	GO:0071444	0.484
GO:0071396	GO:0071396	0.484
GO:0045743	GO:0045743	0.504
GO:0035924	GO:0035924	0.639
GO:0035607	GO:0035607	0.57
GO:0060595	GO:0060595	0.523
GO:0035602	GO:0035602	0.549
GO:1990790	GO:1990790	0.494
GO:0071559	GO:0071559	0.494
GO:0036119	GO:0036119	0.494
GO:1990792	GO:1990792	0.738
GO:0071356	GO:0071356	0.66
GO:0071349	GO:0071349	0.66
GO:0071346	GO:0071346	0.527
GO:0035458	GO:0035458	0.66
GO:0034097	GO:0034097	0.532
GO:0097011	GO:0097011	0.66
GO:1990830	GO:1990830	0.66
GO:0036016	GO:0036016	0.66
GO:0035457	GO:0035457	0.66
GO:0097398	GO:0097398	0.66
GO:0071354	GO:0071354	0.66
GO:0098761	GO:0098761	0.66
GO:0070555	GO:0070555	0.63
GO:0071353	GO:0071353	0.66
GO:1904017	GO:1904017	0.481
GO:0071322	GO:0071322	0.47
GO:1990869	GO:1990869	0.66
GO:1904148	GO:1904148	0.481
GO:0036006	GO:0036006	0.66
GO:0098759	GO:0098759	0.66
GO:0036471	GO:0036471	0.486
GO:0036018	GO:0036018	0.66
GO:0035963	GO:0035963	0.66
GO:0071357	GO:0071357	0.527
GO:0071219	GO:0071219	0.705
GO:0031665	GO:0031665	0.55
GO:0071398	GO:0071398	0.599
GO:0071400	GO:0071400	0.519
GO:0032496	GO:0032496	0.697
GO:0071300	GO:0071300	0.599
GO:1904551	GO:1904551	0.519
GO:0071397	GO:0071397	0.469
GO:1904322	GO:1904322	0.47
GO:0071392	GO:0071392	0.559
GO:0032494	GO:0032494	0.512
GO:0071305	GO:0071305	0.485
GO:0032497	GO:0032497	0.534
GO:0031666	GO:0031666	0.55
GO:1903413	GO:1903413	0.559
GO:1904628	GO:1904628	0.501
GO:0071226	GO:0071226	0.488
GO:1905231	GO:1905231	0.473
GO:0071394	GO:0071394	0.501
GO:0071223	GO:0071223	0.726
GO:0071401	GO:0071401	0.599
GO:0031664	GO:0031664	0.641
GO:0071221	GO:0071221	0.516
GO:1903495	GO:1903495	0.47
GO:0072573	GO:0072573	0.572
GO:0036315	GO:0036315	0.559
GO:0071449	GO:0071449	0.488
GO:0071347	GO:0071347	0.66
GO:0034612	GO:0034612	0.63
GO:0050930	GO:0050930	0.51
GO:0007584	GO:0007584	0.471
GO:0032094	GO:0032094	0.471
GO:0050922	GO:0050922	0.558
GO:0050918	GO:0050918	0.877
GO:0097485	GO:0097485	0.481
GO:0050920	GO:0050920	0.67
GO:0050927	GO:0050927	0.499
GO:0050921	GO:0050921	0.558
GO:0043052	GO:0043052	0.556
GO:0001966	GO:0001966	0.644
GO:0050919	GO:0050919	0.877
GO:0050925	GO:0050925	0.499
GO:0097491	GO:0097491	0.495
GO:0034670	GO:0034670	0.877
GO:0050929	GO:0050929	0.51
GO:0050928	GO:0050928	0.499
GO:0048565	GO:0048565	0.753
GO:0048286	GO:0048286	0.488
GO:0007507	GO:0007507	0.474
GO:0030324	GO:0030324	0.509
GO:0007494	GO:0007494	0.646
GO:0031100	GO:0031100	0.474
GO:0062094	GO:0062094	0.724
GO:0031016	GO:0031016	0.507
GO:0007517	GO:0007517	0.474
GO:0031017	GO:0031017	0.467
GO:0048568	GO:0048568	0.753
