GO_term1	GO_term2	similarity
GO:0006657	GO:0006657	0.699
GO:0036092	GO:0036092	0.74
GO:0046471	GO:0046471	0.564
GO:1904562	GO:1904562	0.49
GO:0006663	GO:0006663	0.627
GO:0032049	GO:0032049	0.707
GO:0036148	GO:0036148	0.49
GO:0046473	GO:0046473	0.564
GO:0046338	GO:0046338	0.478
GO:0046469	GO:0046469	0.495
GO:0010513	GO:0010513	0.501
GO:2001245	GO:2001245	0.531
GO:0046337	GO:0046337	0.69
GO:0006658	GO:0006658	0.532
GO:0036151	GO:0036151	0.475
GO:0036150	GO:0036150	0.474
GO:0006686	GO:0006686	0.509
GO:0006489	GO:0006489	0.508
GO:0010512	GO:0010512	0.501
GO:1903100	GO:1903100	0.49
GO:1902635	GO:1902635	0.707
GO:0150175	GO:0150175	0.51
GO:0036149	GO:0036149	0.49
GO:1905695	GO:1905695	0.501
GO:0071071	GO:0071071	0.509
GO:0006659	GO:0006659	0.705
GO:0043048	GO:0043048	0.698
GO:0045338	GO:0045338	0.467
GO:0033383	GO:0033383	0.467
GO:2001311	GO:2001311	0.538
GO:0016255	GO:0016255	0.471
GO:1905694	GO:1905694	0.501
GO:0006646	GO:0006646	0.786
GO:0046166	GO:0046166	0.565
GO:0008611	GO:0008611	0.529
GO:0035965	GO:0035965	0.492
GO:0006702	GO:0006702	0.47
GO:0006703	GO:0006703	0.47
GO:0006700	GO:0006700	0.47
GO:0019432	GO:0019432	0.496
GO:0009395	GO:0009395	0.535
GO:0006684	GO:0006684	0.535
GO:0046390	GO:0046390	0.546
GO:0006651	GO:0006651	0.496
GO:0009247	GO:0009247	0.535
GO:0046856	GO:0046856	0.487
GO:0032958	GO:0032958	0.485
GO:0006015	GO:0006015	0.482
GO:2001247	GO:2001247	0.472
GO:0071073	GO:0071073	0.584
GO:1903725	GO:1903725	0.527
GO:0046520	GO:0046520	0.494
GO:2001246	GO:2001246	0.472
GO:0016094	GO:0016094	0.495
GO:0046167	GO:0046167	0.525
GO:0006640	GO:0006640	0.496
GO:0006668	GO:0006668	0.573
GO:0016104	GO:0016104	0.522
GO:0071072	GO:0071072	0.584
GO:0045542	GO:0045542	0.614
GO:0061370	GO:0061370	0.556
GO:0034651	GO:0034651	0.481
GO:1903449	GO:1903449	0.487
GO:0036378	GO:0036378	0.519
GO:0046356	GO:0046356	0.537
GO:0033512	GO:0033512	0.538
GO:0036113	GO:0036113	0.467
GO:0035336	GO:0035336	0.615
GO:0036112	GO:0036112	0.615
GO:0036111	GO:0036111	0.615
GO:1901289	GO:1901289	0.497
GO:0033514	GO:0033514	0.538
GO:2001294	GO:2001294	0.497
GO:0036114	GO:0036114	0.467
GO:1902859	GO:1902859	0.497
GO:0019442	GO:0019442	0.481
GO:0036116	GO:0036116	0.467
GO:0046890	GO:0046890	0.472
GO:0006688	GO:0006688	0.484
GO:0001523	GO:0001523	0.485
GO:0046513	GO:0046513	0.494
GO:0019408	GO:0019408	0.686
GO:0006556	GO:0006556	0.506
GO:0062112	GO:0062112	0.506
GO:1900480	GO:1900480	0.472
GO:0035238	GO:0035238	0.595
GO:0016116	GO:0016116	0.485
GO:1901827	GO:1901827	0.618
GO:0051781	GO:0051781	0.563
GO:1905062	GO:1905062	0.538
GO:0021940	GO:0021940	0.568
GO:0051984	GO:0051984	0.563
GO:2000347	GO:2000347	0.555
GO:2001111	GO:2001111	0.558
GO:1902035	GO:1902035	0.569
GO:2000729	GO:2000729	0.515
GO:0072126	GO:0072126	0.491
GO:0003251	GO:0003251	0.517
GO:1904935	GO:1904935	0.548
GO:0021937	GO:0021937	0.525
GO:1903334	GO:1903334	0.563
GO:1904075	GO:1904075	0.602
GO:0003181	GO:0003181	0.661
GO:0003184	GO:0003184	0.716
GO:0003183	GO:0003183	0.56
GO:0003189	GO:0003189	0.825
GO:0003186	GO:0003186	0.56
GO:0003185	GO:0003185	0.661
GO:0003190	GO:0003190	0.543
GO:0003199	GO:0003199	0.473
GO:0017145	GO:0017145	0.788
GO:0006457	GO:0006457	0.543
GO:0007059	GO:0007059	0.543
GO:0040016	GO:0040016	0.544
GO:0048103	GO:0048103	0.657
GO:0010070	GO:0010070	0.657
GO:0008037	GO:0008037	0.543
GO:0007163	GO:0007163	0.543
GO:0030029	GO:0030029	0.543
GO:0008356	GO:0008356	0.788
GO:0022406	GO:0022406	0.543
GO:0043335	GO:0043335	0.543
GO:0007017	GO:0007017	0.543
GO:0032506	GO:0032506	0.549
GO:0061640	GO:0061640	0.563
GO:0036445	GO:0036445	0.573
GO:0007411	GO:0007411	0.584
GO:0098508	GO:0098508	0.486
GO:1902287	GO:1902287	0.516
GO:0021943	GO:0021943	0.531
GO:0048846	GO:0048846	0.511
GO:0061643	GO:0061643	0.518
GO:0048677	GO:0048677	0.522
GO:0021972	GO:0021972	0.531
GO:0036517	GO:0036517	0.525
GO:0036518	GO:0036518	0.525
GO:0016198	GO:0016198	0.597
GO:0048894	GO:0048894	0.583
GO:0036516	GO:0036516	0.525
GO:0097380	GO:0097380	0.557
GO:0090259	GO:0090259	0.47
GO:0071242	GO:0071242	0.466
GO:1990748	GO:1990748	0.532
GO:0071248	GO:0071248	0.491
GO:0098869	GO:0098869	0.484
GO:1904482	GO:1904482	0.466
GO:0071240	GO:0071240	0.538
GO:0036146	GO:0036146	0.491
GO:1902170	GO:1902170	0.532
GO:0072738	GO:0072738	0.491
GO:1905396	GO:1905396	0.466
GO:0003430	GO:0003430	0.524
GO:0051276	GO:0051276	0.747
GO:0006325	GO:0006325	0.871
GO:0007005	GO:0007005	0.525
GO:0007033	GO:0007033	0.525
GO:0007031	GO:0007031	0.525
GO:0070193	GO:0070193	0.605
GO:0000819	GO:0000819	0.484
GO:0034389	GO:0034389	0.525
GO:0034728	GO:0034728	0.635
GO:0070828	GO:0070828	0.735
GO:0070194	GO:0070194	0.503
GO:0090382	GO:0090382	0.525
GO:0071103	GO:0071103	0.605
GO:0007029	GO:0007029	0.475
GO:0032392	GO:0032392	0.508
GO:0032200	GO:0032200	0.605
GO:0006997	GO:0006997	0.525
GO:0016050	GO:0016050	0.525
GO:0051383	GO:0051383	0.605
GO:0000973	GO:0000973	0.508
GO:0000972	GO:0000972	0.605
GO:0048284	GO:0048284	0.525
GO:0097111	GO:0097111	0.525
GO:0032202	GO:0032202	0.475
GO:0140462	GO:0140462	0.636
GO:0006338	GO:0006338	0.747
GO:0031134	GO:0031134	0.54
GO:0034063	GO:0034063	0.483
GO:0008053	GO:0008053	0.493
GO:0033962	GO:0033962	0.483
GO:0007040	GO:0007040	0.476
GO:0060052	GO:0060052	0.471
GO:0016559	GO:0016559	0.493
GO:0044782	GO:0044782	0.549
GO:0001578	GO:0001578	0.471
GO:0070192	GO:0070192	0.583
GO:0007062	GO:0007062	0.598
GO:0006998	GO:0006998	0.472
GO:0031032	GO:0031032	0.471
GO:0033363	GO:0033363	0.519
GO:0090161	GO:0090161	0.508
GO:0032790	GO:0032790	0.508
GO:0035063	GO:0035063	0.476
GO:0034453	GO:0034453	0.471
GO:0006999	GO:0006999	0.519
GO:0016188	GO:0016188	0.475
GO:0000266	GO:0000266	0.493
GO:0007032	GO:0007032	0.519
GO:0070925	GO:0070925	0.549
GO:0030261	GO:0030261	0.643
GO:0030578	GO:0030578	0.476
GO:0051013	GO:0051013	0.471
GO:0000002	GO:0000002	0.55
GO:0010032	GO:0010032	0.471
GO:0016557	GO:0016557	0.475
GO:0071786	GO:0071786	0.508
GO:0030576	GO:0030576	0.476
GO:0007000	GO:0007000	0.55
GO:0031106	GO:0031106	0.476
GO:0090158	GO:0090158	0.486
GO:0097106	GO:0097106	0.467
GO:0043007	GO:0043007	0.477
GO:0034508	GO:0034508	0.57
GO:0048753	GO:0048753	0.497
GO:0030382	GO:0030382	0.55
GO:0000715	GO:0000715	0.478
GO:0048566	GO:0048566	0.753
GO:0001657	GO:0001657	0.47
GO:0072205	GO:0072205	0.483
GO:0021915	GO:0021915	0.503
GO:0060576	GO:0060576	0.582
GO:0060574	GO:0060574	0.495
GO:0072164	GO:0072164	0.496
GO:0002262	GO:0002262	0.521
GO:0043249	GO:0043249	0.662
GO:0034101	GO:0034101	0.561
GO:0045646	GO:0045646	0.666
GO:0010724	GO:0010724	0.602
GO:0010725	GO:0010725	0.569
GO:0043131	GO:0043131	0.599
GO:0048822	GO:0048822	0.812
GO:0061351	GO:0061351	0.605
GO:0035988	GO:0035988	0.605
GO:1990863	GO:1990863	0.812
GO:0072089	GO:0072089	0.605
GO:0043616	GO:0043616	0.812
GO:0070341	GO:0070341	0.605
GO:0048144	GO:0048144	0.605
GO:0097168	GO:0097168	0.491
GO:0071838	GO:0071838	0.605
GO:0035726	GO:0035726	0.605
GO:0044342	GO:0044342	0.812
GO:0033687	GO:0033687	0.605
GO:0002158	GO:0002158	0.491
GO:0097325	GO:0097325	0.812
GO:1990705	GO:1990705	0.812
GO:0101023	GO:0101023	0.689
GO:0070343	GO:0070343	0.491
GO:0051450	GO:0051450	0.605
GO:0032943	GO:0032943	0.491
GO:0070661	GO:0070661	0.605
GO:0010463	GO:0010463	0.605
GO:0050674	GO:0050674	0.812
GO:0070662	GO:0070662	0.491
GO:0070342	GO:0070342	0.491
GO:1990654	GO:1990654	0.605
GO:0072137	GO:0072137	0.491
GO:0048659	GO:0048659	0.491
GO:2000134	GO:2000134	0.516
GO:0000086	GO:0000086	0.639
GO:1900087	GO:1900087	0.516
GO:0010458	GO:0010458	0.559
GO:2000045	GO:2000045	0.641
GO:0000278	GO:0000278	0.486
GO:0007089	GO:0007089	0.528
GO:0044843	GO:0044843	0.677
GO:0044819	GO:0044819	0.497
GO:0044772	GO:0044772	0.812
GO:0007088	GO:0007088	0.47
GO:0034184	GO:0034184	0.685
GO:0051315	GO:0051315	0.598
GO:0007080	GO:0007080	0.632
GO:0140273	GO:0140273	0.592
GO:0007077	GO:0007077	0.504
GO:0007091	GO:0007091	0.477
GO:0007076	GO:0007076	0.685
GO:0000070	GO:0000070	0.822
GO:1904908	GO:1904908	0.625
GO:0007064	GO:0007064	0.899
GO:2000719	GO:2000719	0.587
GO:0034087	GO:0034087	0.797
GO:0071962	GO:0071962	0.787
GO:0007100	GO:0007100	0.531
GO:0062033	GO:0062033	0.491
GO:0051256	GO:0051256	0.532
GO:1901970	GO:1901970	0.51
GO:2000720	GO:2000720	0.587
GO:0099607	GO:0099607	0.57
GO:0099606	GO:0099606	0.515
GO:0007079	GO:0007079	0.596
GO:0051177	GO:0051177	0.47
GO:0000022	GO:0000022	0.621
GO:0051306	GO:0051306	0.724
GO:0140014	GO:0140014	0.678
GO:0010965	GO:0010965	0.562
GO:0007525	GO:0007525	0.501
GO:0035886	GO:0035886	0.486
GO:0051729	GO:0051729	0.531
GO:0045875	GO:0045875	0.482
GO:0032466	GO:0032466	0.605
GO:1903126	GO:1903126	0.579
GO:1901991	GO:1901991	0.524
GO:0045976	GO:0045976	0.596
GO:0030307	GO:0030307	0.65
GO:0045926	GO:0045926	0.593
GO:0045967	GO:0045967	0.475
GO:0043242	GO:0043242	0.484
GO:0090084	GO:0090084	0.474
GO:0031345	GO:0031345	0.516
GO:1903392	GO:1903392	0.489
GO:1905809	GO:1905809	0.476
GO:0120162	GO:0120162	0.69
GO:0001659	GO:0001659	0.49
GO:0120161	GO:0120161	0.83
GO:0032074	GO:0032074	0.467
GO:0060699	GO:0060699	0.477
GO:0060770	GO:0060770	0.515
GO:0000082	GO:0000082	0.516
GO:0031571	GO:0031571	0.739
GO:0044818	GO:0044818	0.6
GO:0007095	GO:0007095	0.486
GO:0010389	GO:0010389	0.493
GO:0007096	GO:0007096	0.487
GO:0033314	GO:0033314	0.527
GO:0010972	GO:0010972	0.635
GO:0044878	GO:0044878	0.6
GO:1901992	GO:1901992	0.492
GO:0050774	GO:0050774	0.507
GO:0061889	GO:0061889	0.482
GO:1901874	GO:1901874	0.567
GO:0120094	GO:0120094	0.557
GO:0045861	GO:0045861	0.534
GO:0043407	GO:0043407	0.732
GO:0042532	GO:0042532	0.545
GO:0031397	GO:0031397	0.476
GO:1904428	GO:1904428	0.536
GO:1903019	GO:1903019	0.507
GO:2000435	GO:2000435	0.476
GO:1904667	GO:1904667	0.513
GO:0045736	GO:0045736	0.809
GO:0051444	GO:0051444	0.556
GO:0007175	GO:0007175	0.666
GO:0033673	GO:0033673	0.689
GO:1901984	GO:1901984	0.557
GO:0090086	GO:0090086	0.495
GO:0010836	GO:0010836	0.567
GO:0010466	GO:0010466	0.502
GO:0050748	GO:0050748	0.5
GO:2000703	GO:2000703	0.473
GO:0035583	GO:0035583	0.471
GO:0048240	GO:0048240	0.469
GO:0001556	GO:0001556	0.469
GO:0002069	GO:0002069	0.489
GO:0120036	GO:0120036	0.508
GO:1901203	GO:1901203	0.568
GO:0003331	GO:0003331	0.507
GO:1904027	GO:1904027	0.63
GO:1902905	GO:1902905	0.702
GO:1904028	GO:1904028	0.759
GO:0045807	GO:0045807	0.485
GO:0031334	GO:0031334	0.498
GO:1901202	GO:1901202	0.523
GO:0031346	GO:0031346	0.592
GO:1905686	GO:1905686	0.491
GO:1905075	GO:1905075	0.514
GO:2000334	GO:2000334	0.508
GO:0043243	GO:0043243	0.554
GO:1903393	GO:1903393	0.559
GO:0090261	GO:0090261	0.513
GO:1900106	GO:1900106	0.513
GO:1904398	GO:1904398	0.522
GO:0051835	GO:0051835	0.554
GO:0060143	GO:0060143	0.489
GO:1905808	GO:1905808	0.496
GO:1901631	GO:1901631	0.506
GO:0010902	GO:0010902	0.482
GO:2001198	GO:2001198	0.543
GO:0045672	GO:0045672	0.798
GO:0045652	GO:0045652	0.556
GO:0045645	GO:0045645	0.693
GO:0045657	GO:0045657	0.782
GO:0045579	GO:0045579	0.488
GO:0032825	GO:0032825	0.488
GO:0030854	GO:0030854	0.798
GO:0045621	GO:0045621	0.577
GO:1905221	GO:1905221	0.51
GO:0045619	GO:0045619	0.484
GO:0060376	GO:0060376	0.798
GO:0014008	GO:0014008	0.731
GO:2001206	GO:2001206	0.662
GO:0007094	GO:0007094	0.565
GO:0045841	GO:0045841	0.615
GO:0090266	GO:0090266	0.611
GO:0045840	GO:0045840	0.634
GO:0030071	GO:0030071	0.76
GO:0031536	GO:0031536	0.552
GO:0090267	GO:0090267	0.601
GO:0140499	GO:0140499	0.469
GO:1902846	GO:1902846	0.467
GO:1903025	GO:1903025	0.538
GO:1990166	GO:1990166	0.727
GO:1904108	GO:1904108	0.536
GO:0071168	GO:0071168	0.727
GO:0034501	GO:0034501	0.862
GO:0072655	GO:0072655	0.467
GO:0070200	GO:0070200	0.518
GO:1905634	GO:1905634	0.519
GO:0090435	GO:0090435	0.536
GO:0070198	GO:0070198	0.727
GO:0120229	GO:0120229	0.536
GO:0061644	GO:0061644	0.786
GO:0071169	GO:0071169	0.518
GO:1902570	GO:1902570	0.536
GO:1905342	GO:1905342	0.54
GO:0097695	GO:0097695	0.559
GO:0070973	GO:0070973	0.536
GO:1904491	GO:1904491	0.536
GO:1902946	GO:1902946	0.536
GO:0061462	GO:0061462	0.536
GO:0072599	GO:0072599	0.467
GO:1903420	GO:1903420	0.536
GO:1990173	GO:1990173	0.536
GO:0035853	GO:0035853	0.499
GO:0035542	GO:0035542	0.568
GO:0065003	GO:0065003	0.475
GO:0031333	GO:0031333	0.593
GO:1900227	GO:1900227	0.52
GO:0043254	GO:0043254	0.71
GO:0006334	GO:0006334	0.49
GO:1900226	GO:1900226	0.531
GO:0033625	GO:0033625	0.489
GO:1901888	GO:1901888	0.49
GO:0090364	GO:0090364	0.631
GO:0071803	GO:0071803	0.495
GO:0090083	GO:0090083	0.504
GO:0051382	GO:0051382	0.61
GO:1900225	GO:1900225	0.631
GO:0032460	GO:0032460	0.499
GO:1905443	GO:1905443	0.631
GO:0032273	GO:0032273	0.52
GO:1903394	GO:1903394	0.488
GO:0033624	GO:0033624	0.499
GO:0090107	GO:0090107	0.523
GO:1904884	GO:1904884	0.48
GO:0033623	GO:0033623	0.6
GO:0003400	GO:0003400	0.468
GO:1904864	GO:1904864	0.499
GO:0090035	GO:0090035	0.52
GO:1904723	GO:1904723	0.499
GO:0090234	GO:0090234	0.842
GO:0001928	GO:0001928	0.469
GO:1905445	GO:1905445	0.52
GO:2001178	GO:2001178	0.52
GO:0002082	GO:0002082	0.555
GO:1903301	GO:1903301	0.577
GO:0035303	GO:0035303	0.525
GO:0007113	GO:0007113	0.484
GO:1903463	GO:1903463	0.493
GO:0045977	GO:0045977	0.558
GO:0034088	GO:0034088	0.507
GO:0008608	GO:0008608	0.709
GO:0051304	GO:0051304	0.466
GO:0051231	GO:0051231	0.524
GO:0070602	GO:0070602	0.492
GO:0055013	GO:0055013	0.467
GO:0055007	GO:0055007	0.541
GO:0007519	GO:0007519	0.792
GO:0048643	GO:0048643	0.489
GO:0016202	GO:0016202	0.496
GO:0098528	GO:0098528	0.82
GO:0048741	GO:0048741	0.637
GO:0048630	GO:0048630	0.647
GO:0002074	GO:0002074	0.612
GO:0055012	GO:0055012	0.514
GO:0048642	GO:0048642	0.489
GO:0072193	GO:0072193	0.469
GO:0014706	GO:0014706	0.492
GO:1902809	GO:1902809	0.61
GO:0048631	GO:0048631	0.5
GO:0098529	GO:0098529	0.549
GO:2001037	GO:2001037	0.5
GO:0048742	GO:0048742	0.502
GO:0048641	GO:0048641	0.58
GO:0007617	GO:0007617	0.493
GO:0007286	GO:0007286	0.686
GO:0045136	GO:0045136	0.502
GO:0007140	GO:0007140	0.51
GO:0007548	GO:0007548	0.502
GO:0030728	GO:0030728	0.608
GO:0043084	GO:0043084	0.531
GO:0007284	GO:0007284	0.795
GO:0007281	GO:0007281	0.618
GO:0001555	GO:0001555	0.472
GO:0048477	GO:0048477	0.559
GO:0048599	GO:0048599	0.524
GO:0007530	GO:0007530	0.502
GO:0035092	GO:0035092	0.52
GO:0001675	GO:0001675	0.489
GO:1905198	GO:1905198	0.594
GO:0007289	GO:0007289	0.603
GO:0048515	GO:0048515	0.774
GO:0048609	GO:0048609	0.584
GO:0002176	GO:0002176	0.51
GO:0007296	GO:0007296	0.48
GO:0042078	GO:0042078	0.546
GO:0022605	GO:0022605	0.586
GO:0009994	GO:0009994	0.541
GO:0035803	GO:0035803	0.549
GO:0003006	GO:0003006	0.609
GO:0048133	GO:0048133	0.664
GO:0007520	GO:0007520	0.621
GO:0003167	GO:0003167	0.473
GO:0060923	GO:0060923	0.515
GO:0033292	GO:0033292	0.483
GO:0097084	GO:0097084	0.481
GO:0055015	GO:0055015	0.494
GO:0014908	GO:0014908	0.601
GO:0014905	GO:0014905	0.483
GO:0055014	GO:0055014	0.494
GO:0003168	GO:0003168	0.473
GO:0060729	GO:0060729	0.637
GO:0060586	GO:0060586	0.51
GO:0097009	GO:0097009	0.659
GO:0045453	GO:0045453	0.77
GO:0050891	GO:0050891	0.543
GO:0046716	GO:0046716	0.491
GO:0031649	GO:0031649	0.566
GO:0070050	GO:0070050	0.491
GO:0043129	GO:0043129	0.752
GO:0045124	GO:0045124	0.635
GO:0042309	GO:0042309	0.566
GO:0045779	GO:0045779	0.53
GO:0045780	GO:0045780	0.57
GO:0060086	GO:0060086	0.497
GO:0048877	GO:0048877	0.697
GO:1905605	GO:1905605	0.581
GO:1905604	GO:1905604	0.581
GO:0006337	GO:0006337	0.522
GO:0030641	GO:0030641	0.492
GO:0035812	GO:0035812	0.468
GO:0055078	GO:0055078	0.666
GO:0055075	GO:0055075	0.666
GO:0070588	GO:0070588	0.635
GO:0072489	GO:0072489	0.499
GO:1902616	GO:1902616	0.508
GO:1902603	GO:1902603	0.484
GO:1903711	GO:1903711	0.487
GO:1903710	GO:1903710	0.504
GO:0015670	GO:0015670	0.482
GO:0006869	GO:0006869	0.508
GO:0015727	GO:0015727	0.468
GO:0006865	GO:0006865	0.482
GO:0015888	GO:0015888	0.471
GO:2001142	GO:2001142	0.514
GO:0015747	GO:0015747	0.687
GO:0015718	GO:0015718	0.581
GO:0015824	GO:0015824	0.469
GO:0015807	GO:0015807	0.579
GO:0032782	GO:0032782	0.473
GO:0015742	GO:0015742	0.509
GO:0043252	GO:0043252	0.687
GO:0070837	GO:0070837	0.659
GO:0015728	GO:0015728	0.468
GO:0006863	GO:0006863	0.469
GO:0015855	GO:0015855	0.469
GO:0015820	GO:0015820	0.469
GO:0019532	GO:0019532	0.509
GO:0015782	GO:0015782	0.47
GO:0015889	GO:0015889	0.51
GO:0071716	GO:0071716	0.507
GO:0015833	GO:0015833	0.501
GO:0034635	GO:0034635	0.479
GO:0015823	GO:0015823	0.579
GO:0015829	GO:0015829	0.469
GO:0006846	GO:0006846	0.509
GO:0006848	GO:0006848	0.509
GO:0015734	GO:0015734	0.486
GO:0015723	GO:0015723	0.514
GO:0015835	GO:0015835	0.482
GO:0015817	GO:0015817	0.469
GO:0006868	GO:0006868	0.469
GO:0034589	GO:0034589	0.477
GO:0015826	GO:0015826	0.469
GO:0015791	GO:0015791	0.469
GO:0015812	GO:0015812	0.496
GO:0032218	GO:0032218	0.605
GO:0015741	GO:0015741	0.482
GO:0015746	GO:0015746	0.509
GO:0006835	GO:0006835	0.581
GO:0015729	GO:0015729	0.482
GO:0015744	GO:0015744	0.482
GO:0001762	GO:0001762	0.469
GO:0043251	GO:0043251	0.687
GO:0015724	GO:0015724	0.509
GO:0001579	GO:0001579	0.477
GO:0015739	GO:0015739	0.581
GO:0006867	GO:0006867	0.469
GO:1990569	GO:1990569	0.47
GO:0015790	GO:0015790	0.47
GO:0015740	GO:0015740	0.507
GO:0015912	GO:0015912	0.477
GO:0015780	GO:0015780	0.586
GO:0072530	GO:0072530	0.658
GO:0071934	GO:0071934	0.489
GO:1902475	GO:1902475	0.468
GO:1902476	GO:1902476	0.477
GO:0090481	GO:0090481	0.539
GO:0045117	GO:0045117	0.658
GO:1901642	GO:1901642	0.568
GO:1904823	GO:1904823	0.538
GO:0015860	GO:0015860	0.511
GO:0072531	GO:0072531	0.658
GO:0015755	GO:0015755	0.487
GO:0015757	GO:0015757	0.487
GO:1905039	GO:1905039	0.572
GO:0071918	GO:0071918	0.643
GO:1902358	GO:1902358	0.474
GO:0071806	GO:0071806	0.545
GO:0015881	GO:0015881	0.552
GO:0003333	GO:0003333	0.493
GO:1903716	GO:1903716	0.475
GO:1904082	GO:1904082	0.538
GO:1903791	GO:1903791	0.475
GO:1903825	GO:1903825	0.636
GO:1904200	GO:1904200	0.477
GO:0015887	GO:0015887	0.497
GO:1990548	GO:1990548	0.468
GO:0098656	GO:0098656	0.732
GO:1901679	GO:1901679	0.568
GO:0098658	GO:0098658	0.466
GO:0035524	GO:0035524	0.468
GO:0035435	GO:0035435	0.477
GO:0015756	GO:0015756	0.487
GO:1904679	GO:1904679	0.556
GO:0015750	GO:0015750	0.523
GO:0035429	GO:0035429	0.538
GO:1903790	GO:1903790	0.47
GO:1902047	GO:1902047	0.618
GO:0015701	GO:0015701	0.482
GO:0035378	GO:0035378	0.754
GO:0015840	GO:0015840	0.593
GO:0086009	GO:0086009	0.486
GO:1903764	GO:1903764	0.481
GO:1903286	GO:1903286	0.506
GO:0097401	GO:0097401	0.473
GO:0055081	GO:0055081	0.545
GO:0030644	GO:0030644	0.609
GO:0019725	GO:0019725	0.657
GO:0009992	GO:0009992	0.519
GO:0030643	GO:0030643	0.609
GO:0003254	GO:0003254	0.498
GO:0010992	GO:0010992	0.532
GO:0035356	GO:0035356	0.587
GO:0090156	GO:0090156	0.639
GO:1903804	GO:1903804	0.482
GO:1903826	GO:1903826	0.536
GO:1903810	GO:1903810	0.471
GO:1903352	GO:1903352	0.534
GO:1903401	GO:1903401	0.538
GO:1990575	GO:1990575	0.506
GO:1902270	GO:1902270	0.569
GO:1903803	GO:1903803	0.472
GO:0097639	GO:0097639	0.469
GO:1904556	GO:1904556	0.527
GO:0030974	GO:0030974	0.579
GO:1903785	GO:1903785	0.502
GO:0089709	GO:0089709	0.542
GO:0055070	GO:0055070	0.59
GO:0055071	GO:0055071	0.59
GO:0006006	GO:0006006	0.638
GO:0009313	GO:0009313	0.598
GO:0016051	GO:0016051	0.715
GO:0019322	GO:0019322	0.477
GO:0009312	GO:0009312	0.598
GO:0051164	GO:0051164	0.515
GO:0006020	GO:0006020	0.531
GO:0009812	GO:0009812	0.532
GO:0000272	GO:0000272	0.521
GO:0000023	GO:0000023	0.578
GO:0005985	GO:0005985	0.578
GO:1901027	GO:1901027	0.479
GO:0006071	GO:0006071	0.522
GO:0016052	GO:0016052	0.715
GO:0019402	GO:0019402	0.515
GO:1901135	GO:1901135	0.532
GO:0005991	GO:0005991	0.578
GO:2000900	GO:2000900	0.598
GO:0043470	GO:0043470	0.469
GO:0005984	GO:0005984	0.607
GO:0019519	GO:0019519	0.522
GO:0016488	GO:0016488	0.476
GO:0006066	GO:0006066	0.524
GO:0046164	GO:0046164	0.755
GO:0006067	GO:0006067	0.641
GO:0016095	GO:0016095	0.467
GO:0046458	GO:0046458	0.864
GO:0031179	GO:0031179	0.471
GO:1902224	GO:1902224	0.577
GO:0051923	GO:0051923	0.503
GO:0006801	GO:0006801	0.503
GO:0042574	GO:0042574	0.622
GO:0033353	GO:0033353	0.579
GO:0046185	GO:0046185	0.687
GO:0006740	GO:0006740	0.474
GO:0018879	GO:0018879	0.524
GO:0022900	GO:0022900	0.503
GO:0006743	GO:0006743	0.535
GO:0019242	GO:0019242	0.491
GO:0000103	GO:0000103	0.503
GO:0006576	GO:0006576	0.475
GO:0015980	GO:0015980	0.503
GO:0046434	GO:0046434	0.5
GO:0050435	GO:0050435	0.471
GO:0046500	GO:0046500	0.653
GO:0090346	GO:0090346	0.503
GO:0018910	GO:0018910	0.5
GO:0009404	GO:0009404	0.543
GO:1903189	GO:1903189	0.864
GO:0042743	GO:0042743	0.503
GO:0043603	GO:0043603	0.469
GO:0019417	GO:0019417	0.503
GO:0009692	GO:0009692	0.53
GO:0070813	GO:0070813	0.503
GO:0042374	GO:0042374	0.535
GO:0021762	GO:0021762	0.645
GO:0021696	GO:0021696	0.536
GO:0021846	GO:0021846	0.595
GO:0007416	GO:0007416	0.516
GO:0021797	GO:0021797	0.574
GO:0021759	GO:0021759	0.624
GO:0021768	GO:0021768	0.567
GO:0021697	GO:0021697	0.519
GO:0021930	GO:0021930	0.582
GO:0021555	GO:0021555	0.488
GO:0021557	GO:0021557	0.652
GO:0150064	GO:0150064	0.689
GO:0021694	GO:0021694	0.475
GO:0021740	GO:0021740	0.647
GO:0030917	GO:0030917	0.535
GO:0021587	GO:0021587	0.566
GO:0021631	GO:0021631	0.506
GO:0021757	GO:0021757	0.598
GO:0021758	GO:0021758	0.598
GO:0014045	GO:0014045	0.536
GO:0021589	GO:0021589	0.508
GO:1904862	GO:1904862	0.497
GO:0021511	GO:0021511	0.674
GO:0021612	GO:0021612	0.522
GO:0021683	GO:0021683	0.515
GO:0021513	GO:0021513	0.603
GO:0021978	GO:0021978	0.575
GO:0021742	GO:0021742	0.609
GO:0021754	GO:0021754	0.609
GO:0021743	GO:0021743	0.624
GO:0021722	GO:0021722	0.48
GO:0021771	GO:0021771	0.609
GO:0021610	GO:0021610	0.578
GO:0021618	GO:0021618	0.506
GO:0021508	GO:0021508	0.508
GO:0061301	GO:0061301	0.555
GO:0021685	GO:0021685	0.475
GO:0021693	GO:0021693	0.475
GO:2000172	GO:2000172	0.47
GO:0033278	GO:0033278	0.595
GO:0021588	GO:0021588	0.508
GO:0022004	GO:0022004	0.543
GO:1904861	GO:1904861	0.497
GO:0021532	GO:0021532	0.473
GO:0021688	GO:0021688	0.475
GO:0021512	GO:0021512	0.603
GO:0021871	GO:0021871	0.629
GO:0021798	GO:0021798	0.574
GO:0021869	GO:0021869	0.544
GO:0035284	GO:0035284	0.577
