GO_term1	GO_term2	similarity
GO:0090543	GO:0090543	0.803
GO:0098803	GO:0098803	0.813
GO:0005743	GO:0005743	0.877
GO:0001401	GO:0001401	0.706
GO:0032473	GO:0032473	0.73
GO:0005742	GO:0005742	0.706
GO:0005757	GO:0005757	0.699
GO:0036064	GO:0036064	0.706
GO:0000931	GO:0000931	0.694
GO:0008275	GO:0008275	0.694
GO:0008352	GO:0008352	0.718
GO:0001750	GO:0001750	0.758
GO:0031371	GO:0031371	0.731
GO:0031466	GO:0031466	0.765
GO:0031462	GO:0031462	0.765
GO:0031463	GO:0031463	0.765
GO:0048269	GO:0048269	0.731
GO:0019005	GO:0019005	0.765
GO:0080008	GO:0080008	0.765
GO:0031464	GO:0031464	0.695
GO:0031465	GO:0031465	0.695
GO:0031467	GO:0031467	0.765
GO:0031461	GO:0031461	0.864
GO:0032144	GO:0032144	0.731
GO:1990452	GO:1990452	0.864
GO:0005953	GO:0005953	0.731
GO:0017122	GO:0017122	0.731
GO:0097505	GO:0097505	0.864
GO:0071797	GO:0071797	0.864
GO:0000421	GO:0000421	0.735
GO:0043005	GO:0043005	0.825
GO:0043194	GO:0043194	0.76
GO:0044224	GO:0044224	0.76
GO:0033270	GO:0033270	0.76
GO:0033268	GO:0033268	0.76
GO:0043196	GO:0043196	0.76
GO:0033269	GO:0033269	0.76
GO:0044308	GO:0044308	0.746
GO:0097457	GO:0097457	0.721
GO:0030140	GO:0030140	0.729
GO:0010008	GO:0010008	0.786
GO:0031904	GO:0031904	0.738
GO:0098845	GO:0098845	0.785
GO:0098830	GO:0098830	0.785
GO:0033565	GO:0033565	0.787
GO:0101004	GO:0101004	0.854
GO:0098574	GO:0098574	0.828
GO:0061742	GO:0061742	0.832
GO:0120281	GO:0120281	0.763
GO:0043204	GO:0043204	0.859
GO:0044225	GO:0044225	0.772
GO:0002080	GO:0002080	0.703
GO:0034703	GO:0034703	0.879
GO:0036128	GO:0036128	0.708
GO:0005929	GO:0005929	0.874
GO:1902911	GO:1902911	0.765
GO:0005901	GO:0005901	0.891
GO:0099572	GO:0099572	0.772
GO:0035686	GO:0035686	0.873
GO:0016234	GO:0016234	0.812
GO:0022626	GO:0022626	0.771
GO:0015935	GO:0015935	0.711
GO:0015934	GO:0015934	0.711
GO:0071007	GO:0071007	0.845
GO:0071011	GO:0071011	0.729
GO:0005689	GO:0005689	0.729
GO:0005681	GO:0005681	0.837
GO:0005684	GO:0005684	0.729
GO:0044530	GO:0044530	0.729
GO:0031510	GO:0031510	0.695
GO:0071014	GO:0071014	0.729
GO:0071013	GO:0071013	0.845
GO:0071006	GO:0071006	0.692
GO:0000243	GO:0000243	0.7
GO:0097526	GO:0097526	0.884
GO:0030532	GO:0030532	0.778
GO:0032040	GO:0032040	0.812
GO:0030687	GO:0030687	0.812
GO:0030688	GO:0030688	0.812
GO:0030686	GO:0030686	0.812
GO:0005762	GO:0005762	0.784
GO:0005763	GO:0005763	0.78
GO:0098839	GO:0098839	0.704
GO:0099092	GO:0099092	0.796
GO:0099573	GO:0099573	0.895
GO:0070821	GO:0070821	0.704
GO:0030658	GO:0030658	0.794
GO:0031092	GO:0031092	0.704
GO:0030670	GO:0030670	0.739
GO:0033162	GO:0033162	0.721
GO:0042584	GO:0042584	0.704
GO:0097232	GO:0097232	0.704
GO:0120202	GO:0120202	0.754
GO:0031088	GO:0031088	0.704
GO:0042589	GO:0042589	0.704
GO:0032127	GO:0032127	0.704
GO:0002079	GO:0002079	0.716
GO:0002081	GO:0002081	0.716
GO:0101003	GO:0101003	0.74
GO:0014069	GO:0014069	0.704
GO:0099634	GO:0099634	0.823
GO:0099147	GO:0099147	0.81
GO:0000176	GO:0000176	0.696
GO:0071162	GO:0071162	0.83
GO:0000811	GO:0000811	0.83
GO:0005662	GO:0005662	0.697
GO:0008622	GO:0008622	0.729
GO:0070822	GO:0070822	0.719
GO:0030896	GO:0030896	0.758
GO:0033116	GO:0033116	0.772
GO:0031232	GO:0031232	0.792
GO:0035577	GO:0035577	0.736
GO:0098674	GO:0098674	0.711
GO:0097233	GO:0097233	0.811
GO:0099012	GO:0099012	0.811
GO:0097234	GO:0097234	0.811
GO:0032839	GO:0032839	0.713
GO:0043197	GO:0043197	0.706
GO:0043198	GO:0043198	0.89
GO:1990635	GO:1990635	0.88
GO:0044292	GO:0044292	0.89
GO:0044293	GO:0044293	0.804
GO:0097440	GO:0097440	0.88
GO:0044327	GO:0044327	0.692
GO:0044307	GO:0044307	0.88
GO:1902737	GO:1902737	0.78
GO:0150002	GO:0150002	0.88
GO:0097441	GO:0097441	0.88
GO:0097442	GO:0097442	0.88
GO:0030175	GO:0030175	0.855
GO:0098858	GO:0098858	0.748
GO:0000151	GO:0000151	0.731
GO:0031372	GO:0031372	0.864
GO:0031436	GO:0031436	0.766
GO:0000152	GO:0000152	0.863
GO:0035102	GO:0035102	0.722
GO:0070176	GO:0070176	0.903
GO:1990512	GO:1990512	0.818
GO:1990711	GO:1990711	0.903
GO:0031515	GO:0031515	0.867
GO:0036396	GO:0036396	0.691
GO:0034708	GO:0034708	0.874
GO:0106143	GO:0106143	0.867
GO:0043528	GO:0043528	0.867
GO:0035657	GO:0035657	0.74
GO:0070931	GO:0070931	0.703
GO:0036464	GO:0036464	0.905
GO:0062023	GO:0062023	0.841
GO:0042765	GO:0042765	0.7
GO:0090637	GO:0090637	0.855
GO:0090636	GO:0090636	0.855
GO:0032433	GO:0032433	0.855
GO:0043679	GO:0043679	0.92
GO:0005848	GO:0005848	0.751
GO:0070161	GO:0070161	0.788
GO:0000178	GO:0000178	0.808
GO:0045025	GO:0045025	0.729
GO:0000177	GO:0000177	0.808
GO:0031595	GO:0031595	0.706
GO:0044295	GO:0044295	0.884
GO:1990812	GO:1990812	0.797
GO:1990761	GO:1990761	0.797
GO:0090724	GO:0090724	0.891
GO:0044294	GO:0044294	0.745
GO:0032584	GO:0032584	0.754
GO:0061850	GO:0061850	0.747
GO:0043025	GO:0043025	0.859
GO:1904930	GO:1904930	0.856
GO:0005664	GO:0005664	0.813
GO:0000800	GO:0000800	0.78
GO:0000795	GO:0000795	0.801
GO:0031011	GO:0031011	0.73
GO:0005715	GO:0005715	0.801
GO:0000812	GO:0000812	0.696
GO:0000801	GO:0000801	0.78
GO:0035805	GO:0035805	0.837
GO:0016235	GO:0016235	0.812
GO:1990037	GO:1990037	0.728
GO:0097413	GO:0097413	0.812
GO:0097418	GO:0097418	0.812
GO:0097409	GO:0097409	0.812
GO:1990038	GO:1990038	0.728
GO:0008091	GO:0008091	0.856
GO:0030478	GO:0030478	0.914
GO:0032437	GO:0032437	0.914
GO:0005826	GO:0005826	0.81
GO:1990357	GO:1990357	0.907
GO:0042719	GO:0042719	0.822
GO:1990712	GO:1990712	0.761
GO:0016342	GO:0016342	0.782
GO:0031264	GO:0031264	0.886
GO:0042612	GO:0042612	0.8
GO:0032398	GO:0032398	0.8
GO:0070435	GO:0070435	0.886
GO:0097025	GO:0097025	0.736
GO:0031265	GO:0031265	0.8
GO:1990851	GO:1990851	0.886
GO:0035866	GO:0035866	0.886
GO:0042613	GO:0042613	0.8
GO:1990270	GO:1990270	0.719
GO:1990184	GO:1990184	0.886
GO:0005922	GO:0005922	0.736
GO:0034673	GO:0034673	0.886
GO:0033181	GO:0033181	0.78
GO:0016010	GO:0016010	0.825
GO:0016013	GO:0016013	0.78
GO:0032998	GO:0032998	0.8
GO:0033001	GO:0033001	0.8
GO:0070436	GO:0070436	0.886
GO:0071065	GO:0071065	0.886
GO:0071062	GO:0071062	0.886
GO:0071133	GO:0071133	0.886
GO:0035868	GO:0035868	0.886
GO:0035867	GO:0035867	0.886
GO:0070765	GO:0070765	0.886
GO:0016012	GO:0016012	0.754
GO:0071204	GO:0071204	0.71
GO:0005697	GO:0005697	0.71
GO:0033063	GO:0033063	0.71
GO:0033065	GO:0033065	0.71
GO:0032301	GO:0032301	0.691
GO:0032302	GO:0032302	0.691
GO:0032389	GO:0032389	0.691
GO:0000109	GO:0000109	0.71
GO:0005688	GO:0005688	0.715
GO:0005685	GO:0005685	0.715
GO:0005686	GO:0005686	0.715
GO:0005687	GO:0005687	0.715
GO:0005682	GO:0005682	0.715
GO:0071001	GO:0071001	0.715
GO:0005690	GO:0005690	0.715
GO:0034693	GO:0034693	0.715
GO:0120259	GO:0120259	0.8
GO:0071005	GO:0071005	0.818
GO:0005683	GO:0005683	0.715
GO:0046540	GO:0046540	0.884
GO:0031428	GO:0031428	0.812
GO:0000172	GO:0000172	0.728
GO:0005584	GO:0005584	0.911
GO:0005586	GO:0005586	0.911
GO:0005592	GO:0005592	0.911
GO:0005585	GO:0005585	0.911
GO:0005588	GO:0005588	0.911
GO:0043625	GO:0043625	0.838
GO:0005658	GO:0005658	0.838
GO:0009360	GO:0009360	0.74
GO:0045253	GO:0045253	0.711
GO:0070062	GO:0070062	0.827
GO:0005960	GO:0005960	0.714
GO:0045254	GO:0045254	0.714
GO:0045251	GO:0045251	0.714
GO:0031674	GO:0031674	0.756
GO:0030018	GO:0030018	0.705
GO:0030017	GO:0030017	0.825
GO:0030016	GO:0030016	0.912
GO:0031430	GO:0031430	0.705
GO:0031672	GO:0031672	0.756
GO:0030485	GO:0030485	0.761
GO:0031673	GO:0031673	0.705
GO:0043292	GO:0043292	0.862
GO:0097512	GO:0097512	0.812
GO:0014705	GO:0014705	0.705
GO:0098723	GO:0098723	0.812
GO:0005948	GO:0005948	0.711
GO:0032797	GO:0032797	0.884
GO:0071004	GO:0071004	0.756
GO:0071021	GO:0071021	0.756
GO:0090661	GO:0090661	0.812
GO:0000333	GO:0000333	0.77
GO:0120111	GO:0120111	0.825
GO:0061846	GO:0061846	0.762
GO:0070160	GO:0070160	0.746
GO:0043296	GO:0043296	0.746
GO:0000307	GO:0000307	0.842
GO:1902554	GO:1902554	0.728
GO:0097128	GO:0097128	0.842
GO:0097131	GO:0097131	0.842
GO:0097123	GO:0097123	0.842
GO:0097124	GO:0097124	0.842
GO:0097134	GO:0097134	0.842
GO:0097135	GO:0097135	0.842
GO:0002944	GO:0002944	0.842
GO:0002945	GO:0002945	0.842
GO:0097132	GO:0097132	0.842
GO:0097133	GO:0097133	0.842
GO:0097121	GO:0097121	0.842
GO:0097125	GO:0097125	0.842
GO:0097122	GO:0097122	0.842
GO:0097129	GO:0097129	0.842
GO:0097130	GO:0097130	0.842
GO:0035189	GO:0035189	0.778
GO:0070369	GO:0070369	0.831
GO:0097550	GO:0097550	0.788
GO:0097519	GO:0097519	0.788
GO:0005915	GO:0005915	0.746
GO:0005914	GO:0005914	0.833
GO:0036057	GO:0036057	0.709
GO:0030057	GO:0030057	0.825
GO:0005912	GO:0005912	0.825
GO:0014704	GO:0014704	0.709
GO:0033010	GO:0033010	0.825
GO:0046581	GO:0046581	0.825
GO:0005921	GO:0005921	0.825
GO:0044291	GO:0044291	0.825
GO:0097444	GO:0097444	0.8
GO:0098688	GO:0098688	0.825
GO:0031004	GO:0031004	0.698
GO:0090534	GO:0090534	0.698
GO:0008076	GO:0008076	0.714
GO:0001518	GO:0001518	0.714
GO:0008282	GO:0008282	0.714
GO:0032281	GO:0032281	0.866
GO:0005892	GO:0005892	0.752
GO:0032983	GO:0032983	0.789
GO:0008328	GO:0008328	0.892
GO:0097060	GO:0097060	0.835
GO:0098890	GO:0098890	0.789
GO:0045211	GO:0045211	0.835
GO:0042734	GO:0042734	0.835
GO:0048787	GO:0048787	0.748
GO:0098835	GO:0098835	0.748
GO:0030672	GO:0030672	0.768
GO:0070381	GO:0070381	0.694
GO:0098888	GO:0098888	0.789
GO:0098894	GO:0098894	0.693
GO:0043219	GO:0043219	0.803
GO:0043220	GO:0043220	0.695
GO:0035748	GO:0035748	0.803
GO:0035749	GO:0035749	0.803
GO:0043218	GO:0043218	0.803
GO:0043034	GO:0043034	0.756
GO:0005865	GO:0005865	0.691
GO:0005863	GO:0005863	0.723
GO:1990733	GO:1990733	0.777
GO:0030864	GO:0030864	0.7
GO:0005884	GO:0005884	0.703
GO:0098871	GO:0098871	0.712
GO:0016460	GO:0016460	0.733
GO:0016461	GO:0016461	0.733
GO:0005916	GO:0005916	0.861
GO:0005680	GO:0005680	0.766
GO:0033256	GO:0033256	0.812
GO:0032420	GO:0032420	0.915
GO:0120044	GO:0120044	0.827
GO:0035371	GO:0035371	0.839
GO:0005881	GO:0005881	0.858
GO:0000235	GO:0000235	0.713
GO:0055028	GO:0055028	0.701
GO:0036449	GO:0036449	0.839
GO:0043505	GO:0043505	0.784
GO:0033257	GO:0033257	0.812
GO:0097486	GO:0097486	0.796
GO:0001726	GO:0001726	0.731
GO:0061851	GO:0061851	0.872
GO:0031234	GO:0031234	0.734
GO:0031527	GO:0031527	0.694
GO:0012507	GO:0012507	0.822
GO:0030127	GO:0030127	0.703
GO:0008021	GO:0008021	0.768
GO:0098850	GO:0098850	0.854
GO:0098804	GO:0098804	0.879
GO:0020018	GO:0020018	0.882
GO:0043527	GO:0043527	0.867
GO:0000502	GO:0000502	0.751
GO:1905370	GO:1905370	0.735
GO:0008303	GO:0008303	0.825
GO:0034364	GO:0034364	0.877
GO:0034366	GO:0034366	0.746
GO:0034358	GO:0034358	0.8
GO:0034365	GO:0034365	0.877
GO:0034362	GO:0034362	0.761
GO:0042627	GO:0042627	0.761
GO:0034363	GO:0034363	0.746
GO:1990454	GO:1990454	0.839
GO:0030426	GO:0030426	0.884
GO:0017146	GO:0017146	0.714
GO:0071193	GO:0071193	0.933
GO:0071196	GO:0071196	0.933
GO:1902937	GO:1902937	0.933
GO:0005579	GO:0005579	0.692
GO:0005889	GO:0005889	0.734
GO:0005890	GO:0005890	0.697
GO:0098855	GO:0098855	0.933
GO:1990566	GO:1990566	0.877
GO:0016935	GO:0016935	0.759
GO:0032591	GO:0032591	0.772
GO:0032590	GO:0032590	0.772
GO:0097386	GO:0097386	0.825
GO:0097450	GO:0097450	0.833
GO:0097451	GO:0097451	0.721
GO:0045178	GO:0045178	0.706
GO:0030117	GO:0030117	0.902
GO:0030124	GO:0030124	0.717
GO:0071439	GO:0071439	0.903
GO:0030123	GO:0030123	0.717
GO:0030119	GO:0030119	0.803
GO:0044599	GO:0044599	0.717
GO:0044232	GO:0044232	0.831
GO:0042175	GO:0042175	0.856
GO:0000779	GO:0000779	0.82
GO:1990423	GO:1990423	0.733
GO:0030286	GO:0030286	0.712
GO:0005873	GO:0005873	0.881
GO:0016939	GO:0016939	0.881
GO:0000940	GO:0000940	0.759
GO:0000939	GO:0000939	0.759
GO:0000444	GO:0000444	0.759
GO:0031262	GO:0031262	0.808
GO:0030130	GO:0030130	0.917
GO:0030125	GO:0030125	0.71
GO:0005861	GO:0005861	0.708
GO:0097449	GO:0097449	0.825
GO:0045242	GO:0045242	0.714
GO:0045259	GO:0045259	0.731
GO:0033179	GO:0033179	0.803
GO:0045275	GO:0045275	0.71
GO:0045273	GO:0045273	0.813
GO:0045277	GO:0045277	0.813
GO:0045271	GO:0045271	0.739
GO:0048788	GO:0048788	0.744
GO:0036186	GO:0036186	0.87
GO:0061474	GO:0061474	0.692
GO:1990425	GO:1990425	0.729
GO:0042709	GO:0042709	0.71
GO:0031941	GO:0031941	0.851
GO:0140275	GO:0140275	0.794
GO:0061617	GO:0061617	0.794
GO:0001405	GO:0001405	0.814
GO:0005745	GO:0005745	0.748
GO:0009361	GO:0009361	0.882
GO:0090571	GO:0090571	0.743
GO:0030118	GO:0030118	0.902
GO:0031201	GO:0031201	0.733
GO:0044545	GO:0044545	0.698
GO:0070776	GO:0070776	0.698
GO:0036409	GO:0036409	0.698
GO:0072487	GO:0072487	0.698
GO:0046695	GO:0046695	0.801
GO:0001534	GO:0001534	0.885
GO:0005879	GO:0005879	0.797
GO:0005858	GO:0005858	0.793
GO:0036156	GO:0036156	0.771
GO:0036157	GO:0036157	0.771
GO:0120135	GO:0120135	0.93
GO:0030027	GO:0030027	0.731
GO:0005930	GO:0005930	0.885
GO:0072589	GO:0072589	0.715
GO:0016581	GO:0016581	0.737
GO:0061673	GO:0061673	0.748
GO:1905721	GO:1905721	0.72
GO:0034360	GO:0034360	0.877
GO:0034359	GO:0034359	0.877
GO:0097013	GO:0097013	0.853
GO:0034361	GO:0034361	0.746
GO:0032587	GO:0032587	0.754
GO:0005923	GO:0005923	0.746
GO:0016514	GO:0016514	0.74
GO:0070187	GO:0070187	0.922
GO:1990879	GO:1990879	0.922
GO:1990572	GO:1990572	0.804
GO:0031379	GO:0031379	0.804
GO:0005665	GO:0005665	0.734
GO:0005669	GO:0005669	0.803
GO:0005674	GO:0005674	0.803
GO:0005672	GO:0005672	0.803
GO:0005675	GO:0005675	0.745
GO:0070985	GO:0070985	0.719
GO:0005673	GO:0005673	0.803
GO:0016593	GO:0016593	0.696
GO:0030669	GO:0030669	0.766
GO:0030915	GO:0030915	0.705
GO:0030893	GO:0030893	0.733
GO:0030892	GO:0030892	0.733
GO:1905369	GO:1905369	0.751
GO:0005839	GO:0005839	0.774
GO:0019773	GO:0019773	0.73
GO:1990111	GO:1990111	0.874
GO:0019774	GO:0019774	0.73
GO:0031597	GO:0031597	0.699
GO:0022624	GO:0022624	0.774
GO:0008540	GO:0008540	0.697
GO:0005838	GO:0005838	0.73
GO:0008541	GO:0008541	0.697
GO:0008537	GO:0008537	0.73
GO:0030496	GO:0030496	0.803
GO:0061793	GO:0061793	0.88
GO:1902493	GO:1902493	0.812
GO:0032476	GO:0032476	0.812
GO:0106068	GO:0106068	0.812
GO:1904423	GO:1904423	0.812
GO:0002178	GO:0002178	0.812
GO:0097181	GO:0097181	0.825
GO:0097182	GO:0097182	0.825
GO:0097183	GO:0097183	0.825
GO:0036029	GO:0036029	0.825
GO:0036030	GO:0036030	0.825
GO:0036026	GO:0036026	0.825
GO:0036027	GO:0036027	0.825
GO:0036028	GO:0036028	0.825
GO:0036025	GO:0036025	0.825
GO:0036024	GO:0036024	0.825
GO:0097179	GO:0097179	0.812
GO:1905286	GO:1905286	0.735
GO:0008287	GO:0008287	0.751
GO:0000159	GO:0000159	0.754
GO:0030289	GO:0030289	0.754
GO:0005955	GO:0005955	0.751
GO:0072357	GO:0072357	0.825
GO:0000124	GO:0000124	0.855
GO:0033276	GO:0033276	0.754
GO:0035267	GO:0035267	0.848
GO:0032777	GO:0032777	0.817
GO:0097598	GO:0097598	0.874
GO:0043209	GO:0043209	0.803
GO:0030015	GO:0030015	0.831
GO:0030014	GO:0030014	0.831
GO:0032426	GO:0032426	0.915
GO:0061202	GO:0061202	0.839
GO:0043020	GO:0043020	0.728
GO:0097648	GO:0097648	0.714
GO:0030526	GO:0030526	0.714
GO:0042022	GO:0042022	0.714
GO:0072536	GO:0072536	0.714
GO:0035631	GO:0035631	0.714
GO:0005893	GO:0005893	0.714
GO:0005896	GO:0005896	0.714
GO:0070724	GO:0070724	0.714
GO:0070110	GO:0070110	0.714
GO:0032002	GO:0032002	0.714
GO:0005898	GO:0005898	0.714
GO:0005834	GO:0005834	0.752
GO:0005583	GO:0005583	0.911
GO:0005899	GO:0005899	0.751
GO:0034665	GO:0034665	0.755
GO:0008305	GO:0008305	0.812
GO:0034666	GO:0034666	0.755
GO:1990779	GO:1990779	0.812
GO:0038037	GO:0038037	0.919
GO:0038038	GO:0038038	0.854
GO:0048179	GO:0048179	0.743
GO:0150056	GO:0150056	0.804
GO:0150057	GO:0150057	0.804
GO:0150058	GO:0150058	0.804
GO:0070442	GO:0070442	0.755
GO:0034684	GO:0034684	0.755
GO:0034687	GO:0034687	0.755
GO:1902712	GO:1902712	0.814
GO:0038039	GO:0038039	0.854
GO:0034683	GO:0034683	0.755
GO:0034668	GO:0034668	0.755
GO:0034669	GO:0034669	0.755
GO:0034682	GO:0034682	0.755
GO:0034685	GO:0034685	0.755
GO:0034686	GO:0034686	0.755
GO:1903143	GO:1903143	0.806
GO:1990406	GO:1990406	0.854
GO:0098985	GO:0098985	0.691
GO:0097471	GO:0097471	0.833
GO:0032809	GO:0032809	0.78
GO:0031526	GO:0031526	0.792
GO:0031528	GO:0031528	0.788
GO:0060170	GO:0060170	0.691
GO:0036195	GO:0036195	0.827
GO:0031260	GO:0031260	0.827
GO:0035838	GO:0035838	0.728
GO:0060187	GO:0060187	0.788
GO:0010370	GO:0010370	0.795
GO:0098576	GO:0098576	0.795
GO:0002141	GO:0002141	0.778
GO:0002142	GO:0002142	0.778
GO:0032421	GO:0032421	0.712
GO:0046930	GO:0046930	0.725
GO:0017090	GO:0017090	0.725
GO:0005943	GO:0005943	0.834
GO:0005944	GO:0005944	0.834
GO:0035032	GO:0035032	0.907
GO:0034271	GO:0034271	0.834
GO:0034272	GO:0034272	0.834
GO:0005942	GO:0005942	0.834
GO:0008385	GO:0008385	0.743
GO:0005964	GO:0005964	0.803
GO:0097629	GO:0097629	0.836
GO:0034045	GO:0034045	0.772
GO:0005859	GO:0005859	0.691
GO:0005638	GO:0005638	0.73
GO:0005883	GO:0005883	0.858
GO:0045095	GO:0045095	0.903
GO:0005591	GO:0005591	0.723
GO:0005666	GO:0005666	0.695
GO:0000438	GO:0000438	0.744
GO:0008024	GO:0008024	0.733
GO:0070691	GO:0070691	0.72
GO:0060091	GO:0060091	0.782
GO:1990501	GO:1990501	0.816
GO:1990584	GO:1990584	0.834
GO:0005868	GO:0005868	0.765
GO:0043190	GO:0043190	0.797
GO:0098684	GO:0098684	0.825
GO:0019908	GO:0019908	0.748
GO:0070522	GO:0070522	0.778
GO:0000110	GO:0000110	0.778
GO:0000112	GO:0000112	0.778
GO:0032010	GO:0032010	0.692
GO:0030314	GO:0030314	0.76
GO:0099091	GO:0099091	0.753
GO:0097141	GO:0097141	0.788
GO:0097140	GO:0097140	0.788
GO:0097145	GO:0097145	0.788
GO:0097144	GO:0097144	0.788
GO:0097138	GO:0097138	0.788
GO:0120157	GO:0120157	0.839
GO:0016533	GO:0016533	0.839
GO:0031416	GO:0031416	0.798
GO:0031417	GO:0031417	0.798
GO:0031415	GO:0031415	0.798
GO:0071755	GO:0071755	0.847
GO:0071942	GO:0071942	0.778
GO:0005958	GO:0005958	0.709
GO:0031588	GO:0031588	0.765
GO:0032936	GO:0032936	0.703
GO:0016471	GO:0016471	0.848
GO:0001725	GO:0001725	0.782
GO:1990350	GO:1990350	0.788
GO:0033290	GO:0033290	0.747
GO:0016282	GO:0016282	0.747
GO:0071541	GO:0071541	0.868
GO:0071540	GO:0071540	0.868
GO:0031095	GO:0031095	0.721
GO:1990913	GO:1990913	0.718
GO:0097513	GO:0097513	0.833
GO:0099512	GO:0099512	0.825
GO:0032982	GO:0032982	0.833
GO:0031477	GO:0031477	0.807
GO:0032280	GO:0032280	0.691
GO:0032279	GO:0032279	0.691
GO:0150048	GO:0150048	0.891
GO:0150053	GO:0150053	0.891
GO:0098983	GO:0098983	0.691
GO:0000164	GO:0000164	0.711
GO:0005925	GO:0005925	0.825
GO:0005927	GO:0005927	0.825
GO:0030056	GO:0030056	0.825
GO:1990531	GO:1990531	0.728
GO:1904115	GO:1904115	0.825
GO:0070032	GO:0070032	0.889
GO:0070554	GO:0070554	0.889
GO:0070044	GO:0070044	0.889
GO:0070033	GO:0070033	0.889
GO:1990316	GO:1990316	0.743
GO:0043540	GO:0043540	0.698
GO:0005945	GO:0005945	0.698
GO:0035525	GO:0035525	0.88
GO:0070021	GO:0070021	0.735
GO:0046696	GO:0046696	0.725
GO:0036053	GO:0036053	0.886
GO:0051286	GO:0051286	0.728
GO:0070772	GO:0070772	0.727
GO:0005902	GO:0005902	0.825
GO:0030121	GO:0030121	0.917
GO:0030126	GO:0030126	0.72
GO:0097414	GO:0097414	0.7
GO:0098686	GO:0098686	0.825
GO:0000221	GO:0000221	0.848
GO:1902773	GO:1902773	0.788
GO:0070418	GO:0070418	0.727
GO:0098637	GO:0098637	0.788
GO:0098635	GO:0098635	0.788
GO:1990508	GO:1990508	0.915
GO:0005847	GO:0005847	0.88
GO:0098831	GO:0098831	0.736
GO:0045179	GO:0045179	0.82
GO:0045180	GO:0045180	0.82
GO:0097575	GO:0097575	0.82
GO:0097362	GO:0097362	0.788
GO:1990427	GO:1990427	0.888
GO:0140268	GO:0140268	0.831
GO:0044233	GO:0044233	0.831
GO:0071561	GO:0071561	0.831
GO:0140284	GO:0140284	0.831
GO:1990777	GO:1990777	0.788
GO:0060987	GO:0060987	0.788
GO:0005642	GO:0005642	0.856
GO:0005952	GO:0005952	0.788
GO:0032996	GO:0032996	0.788
GO:0044609	GO:0044609	0.788
GO:0033588	GO:0033588	0.788
GO:0005956	GO:0005956	0.788
GO:0030956	GO:0030956	0.788
GO:0072669	GO:0072669	0.788
GO:0005954	GO:0005954	0.788
GO:0031431	GO:0031431	0.788
GO:0032045	GO:0032045	0.788
GO:0033593	GO:0033593	0.788
GO:0032299	GO:0032299	0.788
GO:0030673	GO:0030673	0.846
GO:0060171	GO:0060171	0.74
GO:0042568	GO:0042568	0.747
GO:0000214	GO:0000214	0.743
GO:0042567	GO:0042567	0.877
GO:0043513	GO:0043513	0.73
GO:0043512	GO:0043512	0.73
GO:0000783	GO:0000783	0.922
GO:0030897	GO:0030897	0.772
GO:0030904	GO:0030904	0.776
GO:0030906	GO:0030906	0.724
GO:0030905	GO:0030905	0.724
GO:0070702	GO:0070702	0.831
GO:0070703	GO:0070703	0.831
GO:0097180	GO:0097180	0.825
GO:0016442	GO:0016442	0.812
GO:1903349	GO:1903349	0.836
GO:0061700	GO:0061700	0.803
GO:1990724	GO:1990724	0.812
GO:1902711	GO:1902711	0.812
GO:0070578	GO:0070578	0.812
GO:0005786	GO:0005786	0.877
GO:0071735	GO:0071735	0.788
GO:0071953	GO:0071953	0.785
GO:1990877	GO:1990877	0.812
GO:1990071	GO:1990071	0.767
GO:0001527	GO:0001527	0.785
GO:0072534	GO:0072534	0.868
GO:1990435	GO:1990435	0.888
GO:0030691	GO:0030691	0.771
GO:0030690	GO:0030690	0.771
GO:1990726	GO:1990726	0.788
GO:0120115	GO:0120115	0.788
GO:0005587	GO:0005587	0.723
GO:0016035	GO:0016035	0.74
