GO_term1	GO_term2	similarity
GO:0050833	GO:0050833	0.61
GO:0015139	GO:0015139	0.61
GO:0000064	GO:0000064	0.557
GO:0015185	GO:0015185	0.578
GO:0033300	GO:0033300	0.566
GO:0046943	GO:0046943	0.675
GO:0015130	GO:0015130	0.589
GO:0015141	GO:0015141	0.562
GO:0019531	GO:0019531	0.61
GO:0015229	GO:0015229	0.669
GO:0034634	GO:0034634	0.573
GO:0015127	GO:0015127	0.61
GO:0015184	GO:0015184	0.6
GO:0034590	GO:0034590	0.651
GO:0022858	GO:0022858	0.557
GO:0015138	GO:0015138	0.562
GO:0005310	GO:0005310	0.579
GO:0001761	GO:0001761	0.575
GO:0015499	GO:0015499	0.61
GO:0015182	GO:0015182	0.607
GO:0015140	GO:0015140	0.562
GO:0015131	GO:0015131	0.562
GO:0015183	GO:0015183	0.56
GO:0015106	GO:0015106	0.559
GO:0005368	GO:0005368	0.594
GO:0140010	GO:0140010	0.587
GO:0035379	GO:0035379	0.66
GO:0005462	GO:0005462	0.635
GO:0015347	GO:0015347	0.65
GO:0015143	GO:0015143	0.695
GO:0005456	GO:0005456	0.635
GO:0005308	GO:0005308	0.746
GO:0015552	GO:0015552	0.597
GO:0042931	GO:0042931	0.657
GO:1901480	GO:1901480	0.558
GO:0043250	GO:0043250	0.833
GO:0042880	GO:0042880	0.721
GO:0005464	GO:0005464	0.635
GO:0005326	GO:0005326	0.605
GO:0019534	GO:0019534	0.605
GO:0015562	GO:0015562	0.605
GO:0090482	GO:0090482	0.605
GO:0017077	GO:0017077	0.605
GO:0042887	GO:0042887	0.605
GO:0008168	GO:0008168	0.633
GO:0008757	GO:0008757	0.746
GO:0016278	GO:0016278	0.734
GO:0016279	GO:0016279	0.581
GO:0004603	GO:0004603	0.734
GO:0010420	GO:0010420	0.604
GO:0000179	GO:0000179	0.556
GO:0016274	GO:0016274	0.581
GO:0008988	GO:0008988	0.556
GO:0008170	GO:0008170	0.746
GO:0017174	GO:0017174	0.734
GO:0018064	GO:0018064	0.734
GO:0030731	GO:0030731	0.604
GO:0030791	GO:0030791	0.604
GO:0000773	GO:0000773	0.734
GO:0004608	GO:0004608	0.734
GO:0071424	GO:0071424	0.556
GO:0070042	GO:0070042	0.556
GO:0036009	GO:0036009	0.646
GO:0008112	GO:0008112	0.734
GO:0030760	GO:0030760	0.604
GO:0030748	GO:0030748	0.604
GO:0008649	GO:0008649	0.572
GO:0008175	GO:0008175	0.762
GO:0052906	GO:0052906	0.563
GO:0008173	GO:0008173	0.653
GO:0016428	GO:0016428	0.634
GO:0016423	GO:0016423	0.726
GO:0052905	GO:0052905	0.563
GO:0016427	GO:0016427	0.726
GO:0052735	GO:0052735	0.634
GO:0008176	GO:0008176	0.634
GO:0106050	GO:0106050	0.563
GO:1990276	GO:1990276	0.616
GO:0001882	GO:0001882	0.625
GO:0002060	GO:0002060	0.584
GO:0005528	GO:0005528	0.597
GO:0005527	GO:0005527	0.753
GO:0001618	GO:0001618	0.788
GO:0120274	GO:0120274	0.788
GO:0070539	GO:0070539	0.695
GO:0050544	GO:0050544	0.624
GO:0001972	GO:0001972	0.578
GO:0050648	GO:0050648	0.633
GO:0050647	GO:0050647	0.633
GO:0050646	GO:0050646	0.665
GO:0070538	GO:0070538	0.77
GO:0003774	GO:0003774	0.682
GO:0004427	GO:0004427	0.565
GO:0003924	GO:0003924	0.682
GO:0047631	GO:0047631	0.565
GO:0019144	GO:0019144	0.565
GO:0043273	GO:0043273	0.682
GO:0017110	GO:0017110	0.565
GO:0017111	GO:0017111	0.839
GO:0008894	GO:0008894	0.565
GO:0047429	GO:0047429	0.565
GO:0008768	GO:0008768	0.565
GO:0003777	GO:0003777	0.574
GO:0042626	GO:0042626	0.663
GO:0004467	GO:0004467	0.573
GO:0031957	GO:0031957	0.573
GO:0008094	GO:0008094	0.842
GO:0003678	GO:0003678	0.693
GO:0017116	GO:0017116	0.638
GO:0003918	GO:0003918	0.604
GO:0015645	GO:0015645	0.689
GO:0031956	GO:0031956	0.573
GO:0140359	GO:0140359	0.618
GO:0004386	GO:0004386	0.842
GO:0003724	GO:0003724	0.693
GO:0034458	GO:0034458	0.638
GO:0008186	GO:0008186	0.842
GO:0047734	GO:0047734	0.565
GO:0000146	GO:0000146	0.574
GO:0140326	GO:0140326	0.686
GO:0030899	GO:0030899	0.842
GO:0140083	GO:0140083	0.842
GO:0140328	GO:0140328	0.634
GO:0043138	GO:0043138	0.638
GO:0061749	GO:0061749	0.638
GO:0009378	GO:0009378	0.638
GO:0140545	GO:0140545	0.842
GO:0033679	GO:0033679	0.599
GO:0008574	GO:0008574	0.649
GO:0008486	GO:0008486	0.565
GO:0000298	GO:0000298	0.565
GO:0010945	GO:0010945	0.565
GO:0004309	GO:0004309	0.565
GO:0015616	GO:0015616	0.693
GO:0070463	GO:0070463	0.842
GO:0140327	GO:0140327	0.634
GO:0043139	GO:0043139	0.638
GO:0008569	GO:0008569	0.649
GO:0008568	GO:0008568	0.78
GO:0036402	GO:0036402	0.842
GO:0050333	GO:0050333	0.682
GO:0000810	GO:0000810	0.565
GO:0140481	GO:0140481	0.583
GO:0047874	GO:0047874	0.565
GO:0050355	GO:0050355	0.565
GO:0005496	GO:0005496	0.846
GO:1990239	GO:1990239	0.639
GO:0008142	GO:0008142	0.588
GO:0032934	GO:0032934	0.694
GO:0005518	GO:0005518	0.788
GO:0043022	GO:0043022	0.657
GO:0070990	GO:0070990	0.657
GO:1990446	GO:1990446	0.573
GO:1990447	GO:1990447	0.573
GO:0005178	GO:0005178	0.563
GO:0043024	GO:0043024	0.657
GO:0023026	GO:0023026	0.657
GO:0001849	GO:0001849	0.563
GO:0031491	GO:0031491	0.687
GO:0030169	GO:0030169	0.573
GO:0043023	GO:0043023	0.657
GO:0005132	GO:0005132	0.595
GO:1905172	GO:1905172	0.657
GO:0034988	GO:0034988	0.595
GO:0032405	GO:0032405	0.657
GO:1990254	GO:1990254	0.657
GO:0019862	GO:0019862	0.657
GO:0008035	GO:0008035	0.573
GO:1990275	GO:1990275	0.657
GO:0032407	GO:0032407	0.657
GO:0019863	GO:0019863	0.657
GO:0019864	GO:0019864	0.657
GO:0032406	GO:0032406	0.657
GO:0032408	GO:0032408	0.657
GO:0071813	GO:0071813	0.657
GO:0023025	GO:0023025	0.657
GO:0023024	GO:0023024	0.657
GO:0005047	GO:0005047	0.657
GO:0001791	GO:0001791	0.657
GO:0097177	GO:0097177	0.573
GO:0001790	GO:0001790	0.657
GO:0005053	GO:0005053	0.608
GO:0001540	GO:0001540	0.812
GO:0030941	GO:0030941	0.689
GO:0008139	GO:0008139	0.689
GO:0042923	GO:0042923	0.812
GO:0017046	GO:0017046	0.728
GO:0042605	GO:0042605	0.728
GO:0016018	GO:0016018	0.728
GO:0042924	GO:0042924	0.689
GO:1904492	GO:1904492	0.577
GO:0005048	GO:0005048	0.812
GO:0071723	GO:0071723	0.728
GO:0031626	GO:0031626	0.728
GO:0043559	GO:0043559	0.592
GO:0046923	GO:0046923	0.689
GO:0033218	GO:0033218	0.788
GO:0032841	GO:0032841	0.582
GO:0051424	GO:0051424	0.643
GO:0120022	GO:0120022	0.643
GO:0036105	GO:0036105	0.554
GO:0033328	GO:0033328	0.608
GO:0042497	GO:0042497	0.643
GO:0030943	GO:0030943	0.689
GO:0032500	GO:0032500	0.728
GO:0005052	GO:0005052	0.608
GO:0000268	GO:0000268	0.689
GO:0030942	GO:0030942	0.689
GO:1990409	GO:1990409	0.582
GO:1990407	GO:1990407	0.582
GO:0036524	GO:0036524	0.615
GO:0061649	GO:0061649	0.63
GO:0062072	GO:0062072	0.598
GO:0035064	GO:0035064	0.663
GO:0061628	GO:0061628	0.598
GO:0070577	GO:0070577	0.663
GO:0004473	GO:0004473	0.653
GO:0004471	GO:0004471	0.653
GO:0008137	GO:0008137	0.561
GO:0004174	GO:0004174	0.663
GO:0008502	GO:0008502	0.825
GO:0004888	GO:0004888	0.812
GO:0038023	GO:0038023	0.657
GO:0004875	GO:0004875	0.568
GO:0008066	GO:0008066	0.639
GO:0004939	GO:0004939	0.63
GO:0004940	GO:0004940	0.576
GO:0004941	GO:0004941	0.576
GO:0004957	GO:0004957	0.576
GO:0004955	GO:0004955	0.63
GO:0001621	GO:0001621	0.62
GO:0045031	GO:0045031	0.62
GO:0045028	GO:0045028	0.683
GO:0015052	GO:0015052	0.576
GO:0004966	GO:0004966	0.605
GO:0004938	GO:0004938	0.576
GO:0004945	GO:0004945	0.605
GO:0004947	GO:0004947	0.666
GO:0004949	GO:0004949	0.825
GO:0004993	GO:0004993	0.652
GO:0004982	GO:0004982	0.666
GO:0008528	GO:0008528	0.748
GO:0001641	GO:0001641	0.595
GO:0001642	GO:0001642	0.595
GO:0070553	GO:0070553	0.825
GO:0004969	GO:0004969	0.709
GO:0001586	GO:0001586	0.598
GO:0099589	GO:0099589	0.639
GO:0004896	GO:0004896	0.568
GO:0070915	GO:0070915	0.709
GO:0030273	GO:0030273	0.748
GO:0008188	GO:0008188	0.666
GO:0001607	GO:0001607	0.605
GO:0004985	GO:0004985	0.666
GO:0004983	GO:0004983	0.605
GO:0001602	GO:0001602	0.561
GO:0001601	GO:0001601	0.561
GO:0038046	GO:0038046	0.605
GO:0038047	GO:0038047	0.605
GO:0001609	GO:0001609	0.825
GO:0045029	GO:0045029	0.654
GO:0045030	GO:0045030	0.654
GO:0004956	GO:0004956	0.576
GO:0004958	GO:0004958	0.576
GO:0001785	GO:0001785	0.576
GO:0038036	GO:0038036	0.709
GO:0004994	GO:0004994	0.605
GO:0008527	GO:0008527	0.639
GO:0008020	GO:0008020	0.748
GO:0001604	GO:0001604	0.666
GO:0150047	GO:0150047	0.666
GO:0038064	GO:0038064	0.639
GO:0001587	GO:0001587	0.598
GO:0001634	GO:0001634	0.825
GO:0004999	GO:0004999	0.825
GO:0008281	GO:0008281	0.639
GO:0042813	GO:0042813	0.639
GO:0004962	GO:0004962	0.666
GO:0004937	GO:0004937	0.576
GO:0005000	GO:0005000	0.666
GO:0004951	GO:0004951	0.666
GO:0019763	GO:0019763	0.568
GO:0001631	GO:0001631	0.63
GO:0004974	GO:0004974	0.709
GO:0008046	GO:0008046	0.639
GO:0015057	GO:0015057	0.666
GO:0045125	GO:0045125	0.825
GO:0004967	GO:0004967	0.666
GO:0001616	GO:0001616	0.825
GO:0016520	GO:0016520	0.825
GO:0004968	GO:0004968	0.748
GO:0001640	GO:0001640	0.654
GO:0098872	GO:0098872	0.563
GO:0099530	GO:0099530	0.825
GO:0032395	GO:0032395	0.568
GO:0017154	GO:0017154	0.639
GO:0004946	GO:0004946	0.605
GO:0016492	GO:0016492	0.605
GO:0004990	GO:0004990	0.666
GO:0004992	GO:0004992	0.825
GO:0038131	GO:0038131	0.639
GO:0016496	GO:0016496	0.561
GO:0004995	GO:0004995	0.605
GO:0016497	GO:0016497	0.561
GO:0004961	GO:0004961	0.576
GO:0097643	GO:0097643	0.605
GO:0097642	GO:0097642	0.666
GO:0001635	GO:0001635	0.605
GO:0004948	GO:0004948	0.605
GO:0015056	GO:0015056	0.825
GO:0016519	GO:0016519	0.825
GO:0044508	GO:0044508	0.666
GO:0035472	GO:0035472	0.748
GO:0004964	GO:0004964	0.748
GO:0004977	GO:0004977	0.666
GO:0004980	GO:0004980	0.605
GO:0016501	GO:0016501	0.576
GO:0004991	GO:0004991	0.825
GO:0015055	GO:0015055	0.825
GO:0001594	GO:0001594	0.709
GO:0038025	GO:0038025	0.639
GO:0005035	GO:0005035	0.639
GO:0005042	GO:0005042	0.639
GO:0030369	GO:0030369	0.639
GO:0032393	GO:0032393	0.568
GO:0032394	GO:0032394	0.568
GO:0016917	GO:0016917	0.639
GO:0038182	GO:0038182	0.748
GO:0005034	GO:0005034	0.584
GO:0030379	GO:0030379	0.639
GO:0036505	GO:0036505	0.825
GO:0004965	GO:0004965	0.735
GO:0038054	GO:0038054	0.683
GO:0016524	GO:0016524	0.639
GO:0004984	GO:0004984	0.639
GO:0035643	GO:0035643	0.605
GO:1990081	GO:1990081	0.63
GO:0038048	GO:0038048	0.605
GO:0001605	GO:0001605	0.605
GO:0001847	GO:0001847	0.639
GO:0005497	GO:0005497	0.788
GO:0070324	GO:0070324	0.788
GO:0048408	GO:0048408	0.63
GO:0038106	GO:0038106	0.788
GO:0099130	GO:0099130	0.788
GO:0055100	GO:0055100	0.687
GO:0004930	GO:0004930	0.825
GO:0047444	GO:0047444	0.639
GO:0034038	GO:0034038	0.639
GO:0016768	GO:0016768	0.639
GO:0004766	GO:0004766	0.639
GO:0004364	GO:0004364	0.639
GO:0008817	GO:0008817	0.639
GO:0016765	GO:0016765	0.812
GO:0008609	GO:0008609	0.639
GO:0090560	GO:0090560	0.639
GO:0004659	GO:0004659	0.639
GO:0004478	GO:0004478	0.639
GO:0050462	GO:0050462	0.639
GO:0020037	GO:0020037	0.584
GO:0000900	GO:0000900	0.633
GO:1904408	GO:1904408	0.623
GO:0003755	GO:0003755	0.728
GO:0016853	GO:0016853	0.788
GO:0050251	GO:0050251	0.812
GO:0062213	GO:0062213	0.605
GO:0016034	GO:0016034	0.812
GO:0016887	GO:0016887	0.682
GO:0060001	GO:0060001	0.734
GO:0060002	GO:0060002	0.734
GO:0016859	GO:0016859	0.728
GO:1990269	GO:1990269	0.587
GO:0097027	GO:0097027	0.825
GO:0030234	GO:0030234	0.573
GO:0055106	GO:0055106	0.689
GO:0044715	GO:0044715	0.565
GO:0043262	GO:0043262	0.565
GO:0004382	GO:0004382	0.565
GO:0045134	GO:0045134	0.565
GO:0036384	GO:0036384	0.565
GO:0035870	GO:0035870	0.565
GO:0036220	GO:0036220	0.565
GO:0036222	GO:0036222	0.565
GO:0000210	GO:0000210	0.565
GO:0035529	GO:0035529	0.565
GO:0010943	GO:0010943	0.565
GO:0047710	GO:0047710	0.565
GO:0047840	GO:0047840	0.565
GO:0004170	GO:0004170	0.565
GO:0034431	GO:0034431	0.565
GO:0034432	GO:0034432	0.565
GO:0035539	GO:0035539	0.565
GO:0008413	GO:0008413	0.565
GO:0052848	GO:0052848	0.565
GO:0052845	GO:0052845	0.565
GO:0106211	GO:0106211	0.565
GO:0036218	GO:0036218	0.565
GO:0036221	GO:0036221	0.565
GO:0004725	GO:0004725	0.751
GO:0051538	GO:0051538	0.639
GO:0051539	GO:0051539	0.639
GO:0051536	GO:0051536	0.812
GO:0051537	GO:0051537	0.639
GO:0048038	GO:0048038	0.788
GO:0005477	GO:0005477	0.571
GO:0140410	GO:0140410	0.561
GO:0071913	GO:0071913	0.741
GO:0015179	GO:0015179	0.655
GO:0015125	GO:0015125	0.608
GO:0015173	GO:0015173	0.655
GO:0015175	GO:0015175	0.655
GO:0015174	GO:0015174	0.655
GO:0015636	GO:0015636	0.57
GO:0015126	GO:0015126	0.562
GO:0015172	GO:0015172	0.655
GO:0015245	GO:0015245	0.625
GO:0015297	GO:0015297	0.573
GO:0042910	GO:0042910	0.788
GO:0030184	GO:0030184	0.657
GO:0005372	GO:0005372	0.657
GO:0015662	GO:0015662	0.573
GO:0042625	GO:0042625	0.657
GO:0022829	GO:0022829	0.573
GO:1901682	GO:1901682	0.657
GO:0015117	GO:0015117	0.573
GO:0030883	GO:0030883	0.598
GO:0030884	GO:0030884	0.598
GO:1990405	GO:1990405	0.687
GO:0004842	GO:0004842	0.694
GO:0042296	GO:0042296	0.694
GO:0061665	GO:0061665	0.765
GO:0019788	GO:0019788	0.694
GO:0061863	GO:0061863	0.584
GO:0019787	GO:0019787	0.846
GO:0019777	GO:0019777	0.694
GO:0061659	GO:0061659	0.694
GO:0061631	GO:0061631	0.573
GO:0034450	GO:0034450	0.871
GO:0061663	GO:0061663	0.573
GO:0019789	GO:0019789	0.694
GO:0061630	GO:0061630	0.765
GO:0017080	GO:0017080	0.605
GO:0017081	GO:0017081	0.605
GO:0099104	GO:0099104	0.663
GO:0099106	GO:0099106	0.605
GO:0016247	GO:0016247	0.788
GO:0016248	GO:0016248	0.605
GO:0097718	GO:0097718	0.812
GO:0051434	GO:0051434	0.611
GO:0043522	GO:0043522	0.689
GO:0005004	GO:0005004	0.635
GO:0005005	GO:0005005	0.635
GO:0005003	GO:0005003	0.651
GO:0005006	GO:0005006	0.651
GO:0005011	GO:0005011	0.651
GO:0005007	GO:0005007	0.651
GO:0036332	GO:0036332	0.651
GO:0005021	GO:0005021	0.651
GO:0005009	GO:0005009	0.589
GO:0005008	GO:0005008	0.651
GO:0005018	GO:0005018	0.635
GO:0005019	GO:0005019	0.635
GO:0005017	GO:0005017	0.651
GO:0060175	GO:0060175	0.589
GO:0005020	GO:0005020	0.651
GO:0005010	GO:0005010	0.651
GO:0016453	GO:0016453	0.79
GO:0003988	GO:0003988	0.704
GO:0016407	GO:0016407	0.603
GO:0008890	GO:0008890	0.661
GO:0003985	GO:0003985	0.79
GO:0016747	GO:0016747	0.633
GO:0004321	GO:0004321	0.604
GO:0106261	GO:0106261	0.604
GO:0047179	GO:0047179	0.604
GO:0033814	GO:0033814	0.604
GO:0004366	GO:0004366	0.565
GO:0047184	GO:0047184	0.565
GO:0047191	GO:0047191	0.565
GO:0047159	GO:0047159	0.565
GO:0047173	GO:0047173	0.565
GO:0008374	GO:0008374	0.721
GO:0004607	GO:0004607	0.565
GO:0016412	GO:0016412	0.565
GO:0004772	GO:0004772	0.839
GO:0047196	GO:0047196	0.565
GO:0050252	GO:0050252	0.565
GO:0106262	GO:0106262	0.565
GO:0106263	GO:0106263	0.565
GO:0047166	GO:0047166	0.565
GO:0016411	GO:0016411	0.565
GO:0005085	GO:0005085	0.825
GO:0005096	GO:0005096	0.748
GO:0005092	GO:0005092	0.825
GO:0005093	GO:0005093	0.709
GO:0005095	GO:0005095	0.748
GO:0060589	GO:0060589	0.812
GO:0042277	GO:0042277	0.608
GO:0004127	GO:0004127	0.577
GO:0004550	GO:0004550	0.653
GO:0050145	GO:0050145	0.653
GO:0004798	GO:0004798	0.577
GO:0004017	GO:0004017	0.577
GO:0004385	GO:0004385	0.577
GO:0046899	GO:0046899	0.653
GO:0047506	GO:0047506	0.725
GO:0000829	GO:0000829	0.725
GO:0000832	GO:0000832	0.624
GO:0000828	GO:0000828	0.725
GO:0000827	GO:0000827	0.725
GO:0000831	GO:0000831	0.624
GO:0005198	GO:0005198	0.743
GO:0048407	GO:0048407	0.639
GO:0005520	GO:0005520	0.639
GO:0019976	GO:0019976	0.568
GO:0043121	GO:0043121	0.639
GO:0038085	GO:0038085	0.639
GO:0050431	GO:0050431	0.568
GO:0038132	GO:0038132	0.639
GO:0019970	GO:0019970	0.568
GO:0019981	GO:0019981	0.568
GO:0019966	GO:0019966	0.568
GO:0004857	GO:0004857	0.633
GO:0055105	GO:0055105	0.855
GO:0008775	GO:0008775	0.66
GO:0018729	GO:0018729	0.66
GO:0008448	GO:0008448	0.609
GO:0050119	GO:0050119	0.609
GO:0000225	GO:0000225	0.609
GO:0008745	GO:0008745	0.615
GO:0047609	GO:0047609	0.609
GO:0047611	GO:0047611	0.609
GO:0004088	GO:0004088	0.66
GO:0003922	GO:0003922	0.66
GO:0003921	GO:0003921	0.609
GO:0004642	GO:0004642	0.66
GO:0050567	GO:0050567	0.56
GO:0004066	GO:0004066	0.66
GO:0004515	GO:0004515	0.673
GO:1990817	GO:1990817	0.565
GO:0004781	GO:0004781	0.565
GO:0004595	GO:0004595	0.673
GO:0003919	GO:0003919	0.673
GO:0061598	GO:0061598	0.673
GO:0061605	GO:0061605	0.673
GO:0070733	GO:0070733	0.673
GO:0003877	GO:0003877	0.673
GO:0001730	GO:0001730	0.673
GO:0000309	GO:0000309	0.673
GO:0001786	GO:0001786	0.584
GO:0005543	GO:0005543	0.812
GO:0035091	GO:0035091	0.639
GO:0008429	GO:0008429	0.639
GO:0005544	GO:0005544	0.584
GO:0072341	GO:0072341	0.63
GO:0050178	GO:0050178	0.66
GO:0086080	GO:0086080	0.833
GO:0086083	GO:0086083	0.721
GO:0005055	GO:0005055	0.66
GO:0086082	GO:0086082	0.721
GO:0098632	GO:0098632	0.833
GO:0015026	GO:0015026	0.605
GO:0030594	GO:0030594	0.605
GO:0003707	GO:0003707	0.605
GO:0009881	GO:0009881	0.605
GO:0038187	GO:0038187	0.605
GO:0005030	GO:0005030	0.605
GO:0016500	GO:0016500	0.605
GO:0140375	GO:0140375	0.605
GO:0001653	GO:0001653	0.605
GO:0030377	GO:0030377	0.605
GO:0050785	GO:0050785	0.605
GO:0070053	GO:0070053	0.605
GO:0004876	GO:0004876	0.633
GO:0004878	GO:0004878	0.566
GO:0033038	GO:0033038	0.689
GO:0004890	GO:0004890	0.689
GO:0045509	GO:0045509	0.573
GO:0030108	GO:0030108	0.573
GO:0015464	GO:0015464	0.663
GO:0004904	GO:0004904	0.633
GO:0042018	GO:0042018	0.633
GO:0042010	GO:0042010	0.633
GO:0004911	GO:0004911	0.633
GO:0004917	GO:0004917	0.633
GO:0038021	GO:0038021	0.633
GO:0005031	GO:0005031	0.689
GO:0042012	GO:0042012	0.633
GO:0034188	GO:0034188	0.668
GO:0019768	GO:0019768	0.573
GO:0019767	GO:0019767	0.633
GO:0019770	GO:0019770	0.633
GO:0019772	GO:0019772	0.573
GO:0004905	GO:0004905	0.573
GO:0004906	GO:0004906	0.573
GO:0001614	GO:0001614	0.689
GO:0005043	GO:0005043	0.689
GO:0036463	GO:0036463	0.689
GO:0030107	GO:0030107	0.573
GO:0030109	GO:0030109	0.573
GO:0032396	GO:0032396	0.633
GO:0019769	GO:0019769	0.573
GO:0062082	GO:0062082	0.573
GO:0004921	GO:0004921	0.633
GO:0004915	GO:0004915	0.633
GO:0004914	GO:0004914	0.633
GO:0016167	GO:0016167	0.633
GO:0001792	GO:0001792	0.633
GO:0033041	GO:0033041	0.689
GO:0004920	GO:0004920	0.633
GO:0004912	GO:0004912	0.633
GO:0004900	GO:0004900	0.633
GO:0038164	GO:0038164	0.633
GO:0001532	GO:0001532	0.633
GO:0047787	GO:0047787	0.709
GO:0106276	GO:0106276	0.709
GO:0106277	GO:0106277	0.709
GO:0047751	GO:0047751	0.709
GO:0035798	GO:0035798	0.709
GO:0003735	GO:0003735	0.743
GO:0005201	GO:0005201	0.743
GO:0005200	GO:0005200	0.743
GO:0030021	GO:0030021	0.598
GO:0008307	GO:0008307	0.743
GO:0030527	GO:0030527	0.743
GO:0030020	GO:0030020	0.598
GO:0008147	GO:0008147	0.743
GO:0030197	GO:0030197	0.598
GO:0005212	GO:0005212	0.743
GO:0017056	GO:0017056	0.743
GO:0098882	GO:0098882	0.598
GO:0030280	GO:0030280	0.743
GO:0099186	GO:0099186	0.598
GO:0035804	GO:0035804	0.598
GO:0099181	GO:0099181	0.598
GO:0004630	GO:0004630	0.765
GO:0047391	GO:0047391	0.563
GO:0047390	GO:0047390	0.563
GO:0008889	GO:0008889	0.563
GO:0004767	GO:0004767	0.765
GO:0004435	GO:0004435	0.672
GO:0004629	GO:0004629	0.765
GO:0050429	GO:0050429	0.672
GO:0047395	GO:0047395	0.563
GO:0047394	GO:0047394	0.563
GO:0047389	GO:0047389	0.563
GO:0061751	GO:0061751	0.672
GO:0004112	GO:0004112	0.563
GO:0061750	GO:0061750	0.672
GO:0034480	GO:0034480	0.672
GO:0050290	GO:0050290	0.765
GO:0090624	GO:0090624	0.892
GO:0070551	GO:0070551	0.892
GO:0004521	GO:0004521	0.82
GO:0004523	GO:0004523	0.892
GO:1990174	GO:1990174	0.892
GO:0016892	GO:0016892	0.652
GO:0004522	GO:0004522	0.582
GO:0004540	GO:0004540	0.677
GO:0004526	GO:0004526	0.802
GO:0042781	GO:0042781	0.892
GO:0008419	GO:0008419	0.892
GO:0008995	GO:0008995	0.554
GO:0005313	GO:0005313	0.58
GO:0015650	GO:0015650	0.647
GO:0015166	GO:0015166	0.567
GO:0030284	GO:0030284	0.657
GO:0004952	GO:0004952	0.573
GO:0001875	GO:0001875	0.657
GO:0009882	GO:0009882	0.657
GO:0004963	GO:0004963	0.657
GO:0099583	GO:0099583	0.573
GO:0004883	GO:0004883	0.657
GO:0010465	GO:0010465	0.657
GO:0043404	GO:0043404	0.657
GO:1990272	GO:1990272	0.657
GO:0016941	GO:0016941	0.657
GO:0097003	GO:0097003	0.657
GO:0016019	GO:0016019	0.657
GO:0038186	GO:0038186	0.657
GO:0008503	GO:0008503	0.657
GO:0070892	GO:0070892	0.657
GO:0140272	GO:0140272	0.788
GO:0061651	GO:0061651	0.573
GO:0061654	GO:0061654	0.573
GO:0008171	GO:0008171	0.746
GO:0061542	GO:0061542	0.604
GO:0017096	GO:0017096	0.734
GO:0004719	GO:0004719	0.568
GO:0008983	GO:0008983	0.568
GO:0004483	GO:0004483	0.606
GO:0046539	GO:0046539	0.633
GO:0016206	GO:0016206	0.633
GO:0004799	GO:0004799	0.709
GO:0061953	GO:0061953	0.565
GO:0008276	GO:0008276	0.751
GO:0004047	GO:0004047	0.825
GO:0003886	GO:0003886	0.605
GO:0009008	GO:0009008	0.751
GO:0003908	GO:0003908	0.709
GO:0042054	GO:0042054	0.669
GO:0015067	GO:0015067	0.568
GO:0062105	GO:0062105	0.605
GO:0008425	GO:0008425	0.582
GO:0106335	GO:0106335	0.691
GO:0001734	GO:0001734	0.565
GO:0071164	GO:0071164	0.669
GO:0008172	GO:0008172	0.825
GO:0051718	GO:0051718	0.565
GO:0062152	GO:0062152	0.565
GO:0047150	GO:0047150	0.709
GO:0061627	GO:0061627	0.709
GO:0008705	GO:0008705	0.633
GO:0008119	GO:0008119	0.633
GO:0090486	GO:0090486	0.565
GO:0018708	GO:0018708	0.633
GO:0009007	GO:0009007	0.605
GO:0051998	GO:0051998	0.567
GO:0004790	GO:0004790	0.633
GO:0120048	GO:0120048	0.608
GO:0071885	GO:0071885	0.669
GO:0003880	GO:0003880	0.595
GO:0089715	GO:0089715	0.589
GO:0016435	GO:0016435	0.603
GO:0035241	GO:0035241	0.569
GO:0035243	GO:0035243	0.569
GO:0035242	GO:0035242	0.569
GO:0016433	GO:0016433	0.603
GO:0018423	GO:0018423	0.598
GO:0004671	GO:0004671	0.598
GO:0018025	GO:0018025	0.569
GO:0005138	GO:0005138	0.624
GO:0005143	GO:0005143	0.624
GO:0005137	GO:0005137	0.624
GO:0005129	GO:0005129	0.624
GO:0005149	GO:0005149	0.861
GO:0005141	GO:0005141	0.624
GO:0005134	GO:0005134	0.624
GO:0005139	GO:0005139	0.624
GO:0005135	GO:0005135	0.624
GO:0005150	GO:0005150	0.718
GO:0005136	GO:0005136	0.624
GO:0005140	GO:0005140	0.624
GO:0005130	GO:0005130	0.624
GO:0005142	GO:0005142	0.624
GO:0005172	GO:0005172	0.624
GO:0005151	GO:0005151	0.624
GO:0005161	GO:0005161	0.59
GO:0005154	GO:0005154	0.59
GO:0032813	GO:0032813	0.59
GO:0005148	GO:0005148	0.59
GO:0005104	GO:0005104	0.59
GO:0005144	GO:0005144	0.59
GO:0005160	GO:0005160	0.59
GO:0016170	GO:0016170	0.59
GO:0045515	GO:0045515	0.59
GO:0005128	GO:0005128	0.59
GO:0005133	GO:0005133	0.59
GO:0030116	GO:0030116	0.59
GO:0002112	GO:0002112	0.59
GO:0005146	GO:0005146	0.59
GO:0005127	GO:0005127	0.59
GO:0005157	GO:0005157	0.59
GO:0005171	GO:0005171	0.59
GO:0043184	GO:0043184	0.624
GO:0032003	GO:0032003	0.59
GO:0005173	GO:0005173	0.59
GO:0043183	GO:0043183	0.624
GO:0045518	GO:0045518	0.59
GO:0043185	GO:0043185	0.624
GO:0045523	GO:0045523	0.59
GO:0019119	GO:0019119	0.721
GO:0015459	GO:0015459	0.639
GO:0019855	GO:0019855	0.683
GO:0008200	GO:0008200	0.568
GO:0042800	GO:0042800	0.796
