GO_term1	GO_term2	similarity
GO:0140296	GO:0140296	0.639
GO:0046966	GO:0046966	0.562
GO:0042809	GO:0042809	0.562
GO:0008140	GO:0008140	0.825
GO:0017162	GO:0017162	0.661
GO:0042974	GO:0042974	0.562
GO:0043425	GO:0043425	0.825
GO:0043426	GO:0043426	0.709
GO:0051525	GO:0051525	0.709
GO:0001010	GO:0001010	0.709
GO:0030957	GO:0030957	0.709
GO:0044877	GO:0044877	0.788
GO:0070051	GO:0070051	0.605
GO:0010997	GO:0010997	0.605
GO:0070052	GO:0070052	0.812
GO:1905761	GO:1905761	0.605
GO:0070628	GO:0070628	0.605
GO:1904841	GO:1904841	0.605
GO:0043021	GO:0043021	0.605
GO:0106138	GO:0106138	0.605
GO:0032795	GO:0032795	0.605
GO:0031683	GO:0031683	0.605
GO:0106140	GO:0106140	0.605
GO:0098639	GO:0098639	0.608
GO:0019865	GO:0019865	0.605
GO:1904855	GO:1904855	0.605
GO:0106080	GO:0106080	0.605
GO:1904854	GO:1904854	0.605
GO:0070840	GO:0070840	0.605
GO:0036033	GO:0036033	0.605
GO:0071933	GO:0071933	0.605
GO:1905394	GO:1905394	0.605
GO:0048185	GO:0048185	0.605
GO:0035651	GO:0035651	0.605
GO:0035612	GO:0035612	0.605
GO:0140260	GO:0140260	0.605
GO:0062063	GO:0062063	0.605
GO:0120170	GO:0120170	0.605
GO:1904713	GO:1904713	0.605
GO:0106137	GO:0106137	0.605
GO:0019215	GO:0019215	0.605
GO:1904288	GO:1904288	0.605
GO:0098633	GO:0098633	0.605
GO:0035650	GO:0035650	0.605
GO:0062061	GO:0062061	0.605
GO:0062078	GO:0062078	0.605
GO:0140262	GO:0140262	0.605
GO:0016787	GO:0016787	0.598
GO:0004222	GO:0004222	0.765
GO:0004252	GO:0004252	0.717
GO:0002951	GO:0002951	0.588
GO:0008236	GO:0008236	0.626
GO:0004177	GO:0004177	0.588
GO:0004180	GO:0004180	0.588
GO:0016805	GO:0016805	0.588
GO:0004843	GO:0004843	0.559
GO:0004197	GO:0004197	0.765
GO:0004190	GO:0004190	0.765
GO:0004298	GO:0004298	0.765
GO:0008239	GO:0008239	0.588
GO:1902945	GO:1902945	0.689
GO:0004198	GO:0004198	0.689
GO:0008241	GO:0008241	0.588
GO:0042500	GO:0042500	0.689
GO:0003923	GO:0003923	0.689
GO:0008235	GO:0008235	0.573
GO:0070006	GO:0070006	0.627
GO:0070573	GO:0070573	0.627
GO:0004181	GO:0004181	0.627
GO:0034722	GO:0034722	0.667
GO:0036374	GO:0036374	0.667
GO:0045148	GO:0045148	0.6
GO:0016920	GO:0016920	0.667
GO:0016807	GO:0016807	0.562
GO:0070008	GO:0070008	0.625
GO:0102009	GO:0102009	0.665
GO:0008240	GO:0008240	0.59
GO:0008798	GO:0008798	0.667
GO:0016929	GO:0016929	0.665
GO:0004176	GO:0004176	0.651
GO:0070005	GO:0070005	0.562
GO:0019784	GO:0019784	0.665
GO:0019786	GO:0019786	0.665
GO:0070004	GO:0070004	0.667
GO:0000981	GO:0000981	0.717
GO:0003700	GO:0003700	0.576
GO:0001216	GO:0001216	0.717
GO:0001228	GO:0001228	0.717
GO:0004879	GO:0004879	0.717
GO:0001227	GO:0001227	0.717
GO:0034246	GO:0034246	0.605
GO:0001217	GO:0001217	0.605
GO:0098531	GO:0098531	0.605
GO:0140297	GO:0140297	0.562
GO:0051427	GO:0051427	0.598
GO:0046965	GO:0046965	0.805
GO:0035259	GO:0035259	0.805
GO:0030331	GO:0030331	0.805
GO:0050681	GO:0050681	0.805
GO:0031962	GO:0031962	0.805
GO:0070888	GO:0070888	0.895
GO:0000979	GO:0000979	0.66
GO:0034056	GO:0034056	0.895
GO:0001162	GO:0001162	0.66
GO:0035497	GO:0035497	0.895
GO:0001006	GO:0001006	0.591
GO:0001003	GO:0001003	0.591
GO:0032810	GO:0032810	0.895
GO:0044323	GO:0044323	0.895
GO:0070644	GO:0070644	0.895
GO:0010736	GO:0010736	0.895
GO:0035538	GO:0035538	0.895
GO:0071820	GO:0071820	0.895
GO:0003677	GO:0003677	0.578
GO:0000978	GO:0000978	0.825
GO:0001164	GO:0001164	0.65
GO:0001002	GO:0001002	0.554
GO:0031419	GO:0031419	0.587
GO:0004096	GO:0004096	0.864
GO:0004602	GO:0004602	0.864
GO:0050137	GO:0050137	0.864
GO:0036393	GO:0036393	0.864
GO:0072541	GO:0072541	0.632
GO:0008379	GO:0008379	0.788
GO:0047888	GO:0047888	0.864
GO:0042805	GO:0042805	0.639
GO:0030506	GO:0030506	0.639
GO:0048156	GO:0048156	0.639
GO:0051015	GO:0051015	0.751
GO:0034452	GO:0034452	0.639
GO:0031432	GO:0031432	0.639
GO:0030507	GO:0030507	0.584
GO:0019894	GO:0019894	0.639
GO:0031005	GO:0031005	0.639
GO:0003785	GO:0003785	0.825
GO:0017022	GO:0017022	0.639
GO:0031013	GO:0031013	0.639
GO:0031014	GO:0031014	0.639
GO:0015631	GO:0015631	0.639
GO:0017166	GO:0017166	0.639
GO:0051373	GO:0051373	0.639
GO:0005523	GO:0005523	0.639
GO:0030172	GO:0030172	0.639
GO:0031433	GO:0031433	0.639
GO:0003779	GO:0003779	0.639
GO:0051393	GO:0051393	0.825
GO:0051371	GO:0051371	0.709
GO:0019902	GO:0019902	0.639
GO:0005261	GO:0005261	0.809
GO:0015279	GO:0015279	0.911
GO:0022849	GO:0022849	0.589
GO:0015280	GO:0015280	0.564
GO:0022843	GO:0022843	0.629
GO:0008332	GO:0008332	0.756
GO:0005245	GO:0005245	0.791
GO:0005227	GO:0005227	0.635
GO:0005249	GO:0005249	0.573
GO:0005267	GO:0005267	0.717
GO:0022841	GO:0022841	0.596
GO:0005272	GO:0005272	0.717
GO:0015269	GO:0015269	0.575
GO:0098782	GO:0098782	0.575
GO:0005248	GO:0005248	0.653
GO:0015085	GO:0015085	0.713
GO:0015278	GO:0015278	0.704
GO:1990760	GO:1990760	0.569
GO:0097604	GO:0097604	0.635
GO:0005216	GO:0005216	0.651
GO:0015252	GO:0015252	0.662
GO:0022890	GO:0022890	0.603
GO:0099604	GO:0099604	0.786
GO:0098695	GO:0098695	0.678
GO:0005220	GO:0005220	0.69
GO:0005228	GO:0005228	0.596
GO:0070089	GO:0070089	0.596
GO:0048763	GO:0048763	0.69
GO:0005219	GO:0005219	0.69
GO:0046873	GO:0046873	0.645
GO:0008331	GO:0008331	0.756
GO:0086056	GO:0086056	0.728
GO:0086007	GO:0086007	0.756
GO:0015275	GO:0015275	0.801
GO:0086059	GO:0086059	0.728
GO:0099094	GO:0099094	0.618
GO:0086060	GO:0086060	0.564
GO:0086061	GO:0086061	0.564
GO:0086006	GO:0086006	0.603
GO:0086062	GO:0086062	0.564
GO:0086063	GO:0086063	0.564
GO:0099626	GO:0099626	0.728
GO:0042802	GO:0042802	0.605
GO:0035615	GO:0035615	0.63
GO:0032050	GO:0032050	0.812
GO:0032051	GO:0032051	0.812
GO:0043178	GO:0043178	0.663
GO:0035276	GO:0035276	0.748
GO:0000822	GO:0000822	0.748
GO:0043533	GO:0043533	0.748
GO:0005262	GO:0005262	0.809
GO:0008519	GO:0008519	0.617
GO:0046933	GO:0046933	0.713
GO:0005251	GO:0005251	0.652
GO:0005221	GO:0005221	0.661
GO:0015271	GO:0015271	0.652
GO:0086089	GO:0086089	0.644
GO:0086087	GO:0086087	0.644
GO:0086090	GO:0086090	0.644
GO:0005250	GO:0005250	0.644
GO:0086008	GO:0086008	0.652
GO:0005242	GO:0005242	0.591
GO:1902282	GO:1902282	0.644
GO:0015078	GO:0015078	0.617
GO:0005223	GO:0005223	0.651
GO:0005253	GO:0005253	0.598
GO:0015276	GO:0015276	0.598
GO:0019829	GO:0019829	0.58
GO:0022850	GO:0022850	0.611
GO:0097603	GO:0097603	0.627
GO:0005222	GO:0005222	0.651
GO:0086041	GO:0086041	0.652
GO:0015272	GO:0015272	0.598
GO:0015467	GO:0015467	0.598
GO:0004931	GO:0004931	0.641
GO:0140232	GO:0140232	0.644
GO:0004971	GO:0004971	0.571
GO:0016286	GO:0016286	0.656
GO:0046982	GO:0046982	0.568
GO:0016829	GO:0016829	0.788
GO:0004163	GO:0004163	0.689
GO:0008488	GO:0008488	0.689
GO:0004609	GO:0004609	0.689
GO:0004351	GO:0004351	0.689
GO:0008948	GO:0008948	0.689
GO:0004613	GO:0004613	0.608
GO:0004419	GO:0004419	0.689
GO:0016831	GO:0016831	0.812
GO:0004492	GO:0004492	0.689
GO:0004590	GO:0004590	0.689
GO:0004586	GO:0004586	0.689
GO:0004014	GO:0004014	0.689
GO:0001760	GO:0001760	0.689
GO:0004068	GO:0004068	0.689
GO:0004782	GO:0004782	0.689
GO:0016832	GO:0016832	0.812
GO:0008117	GO:0008117	0.689
GO:0106009	GO:0106009	0.689
GO:0008700	GO:0008700	0.611
GO:0008747	GO:0008747	0.689
GO:0004611	GO:0004611	0.689
GO:0004633	GO:0004633	0.689
GO:0102521	GO:0102521	0.577
GO:0004638	GO:0004638	0.689
GO:0004398	GO:0004398	0.689
GO:0004139	GO:0004139	0.689
GO:0008732	GO:0008732	0.608
GO:0004853	GO:0004853	0.689
GO:0050080	GO:0050080	0.689
GO:0016849	GO:0016849	0.605
GO:0008792	GO:0008792	0.689
GO:0047613	GO:0047613	0.689
GO:0004325	GO:0004325	0.605
GO:0004332	GO:0004332	0.689
GO:0061609	GO:0061609	0.689
GO:0016846	GO:0016846	0.605
GO:0097023	GO:0097023	0.689
GO:0036467	GO:0036467	0.608
GO:0004058	GO:0004058	0.689
GO:0036468	GO:0036468	0.608
GO:0030170	GO:0030170	0.667
GO:0005542	GO:0005542	0.589
GO:0008431	GO:0008431	0.599
GO:0031405	GO:0031405	0.58
GO:0070280	GO:0070280	0.667
GO:0009374	GO:0009374	0.654
GO:0051378	GO:0051378	0.564
GO:0019811	GO:0019811	0.564
GO:0072570	GO:0072570	0.564
GO:0030975	GO:0030975	0.679
GO:0070279	GO:0070279	0.599
GO:0016740	GO:0016740	0.657
GO:0004801	GO:0004801	0.639
GO:0004802	GO:0004802	0.639
GO:0005524	GO:0005524	0.568
GO:0030976	GO:0030976	0.565
GO:0051287	GO:0051287	0.649
GO:0050661	GO:0050661	0.649
GO:0070402	GO:0070402	0.737
GO:0071949	GO:0071949	0.897
GO:0070403	GO:0070403	0.737
GO:0000166	GO:0000166	0.766
GO:0002134	GO:0002134	0.637
GO:0019103	GO:0019103	0.649
GO:0070401	GO:0070401	0.737
GO:0070404	GO:0070404	0.737
GO:0002135	GO:0002135	0.637
GO:0016830	GO:0016830	0.788
GO:0061929	GO:0061929	0.573
GO:0003839	GO:0003839	0.573
GO:0004333	GO:0004333	0.573
GO:0043956	GO:0043956	0.573
GO:0120092	GO:0120092	0.573
GO:0004300	GO:0004300	0.573
GO:0018812	GO:0018812	0.573
GO:0050011	GO:0050011	0.573
GO:0004490	GO:0004490	0.573
GO:0016836	GO:0016836	0.657
GO:0050346	GO:0050346	0.573
GO:0046570	GO:0046570	0.573
GO:0003994	GO:0003994	0.573
GO:0106256	GO:0106256	0.573
GO:0033989	GO:0033989	0.573
GO:0004464	GO:0004464	0.657
GO:0047453	GO:0047453	0.573
GO:0008124	GO:0008124	0.573
GO:0008929	GO:0008929	0.573
GO:0004123	GO:0004123	0.657
GO:0047982	GO:0047982	0.657
GO:0080146	GO:0080146	0.657
GO:0044540	GO:0044540	0.657
GO:0098606	GO:0098606	0.657
GO:0051575	GO:0051575	0.594
GO:0034012	GO:0034012	0.594
GO:0050459	GO:0050459	0.573
GO:0008446	GO:0008446	0.573
GO:0003941	GO:0003941	0.573
GO:0004794	GO:0004794	0.573
GO:0004016	GO:0004016	0.594
GO:0019171	GO:0019171	0.573
GO:0047804	GO:0047804	0.657
GO:0004634	GO:0004634	0.573
GO:0004397	GO:0004397	0.573
GO:0016153	GO:0016153	0.573
GO:0004089	GO:0004089	0.573
GO:0018820	GO:0018820	0.573
GO:0008721	GO:0008721	0.573
GO:0004655	GO:0004655	0.573
GO:0003874	GO:0003874	0.573
GO:1990422	GO:1990422	0.573
GO:0004056	GO:0004056	0.573
GO:0004383	GO:0004383	0.594
GO:0061928	GO:0061928	0.573
GO:0004122	GO:0004122	0.573
GO:0004462	GO:0004462	0.657
GO:0008460	GO:0008460	0.573
GO:0030412	GO:0030412	0.573
GO:0047805	GO:0047805	0.594
GO:0009000	GO:0009000	0.657
GO:0003937	GO:0003937	0.673
GO:0003934	GO:0003934	0.565
GO:0004488	GO:0004488	0.673
GO:0004487	GO:0004487	0.673
GO:0031406	GO:0031406	0.639
GO:0031404	GO:0031404	0.639
GO:0071890	GO:0071890	0.639
GO:0043199	GO:0043199	0.584
GO:0043325	GO:0043325	0.639
GO:0070095	GO:0070095	0.584
GO:0004722	GO:0004722	0.751
GO:0004726	GO:0004726	0.872
GO:0004721	GO:0004721	0.88
GO:0005001	GO:0005001	0.711
GO:0033192	GO:0033192	0.585
GO:0004723	GO:0004723	0.655
GO:0008138	GO:0008138	0.751
GO:0008420	GO:0008420	0.655
GO:0017017	GO:0017017	0.601
GO:0033549	GO:0033549	0.751
GO:0033550	GO:0033550	0.801
GO:0008330	GO:0008330	0.751
GO:0008579	GO:0008579	0.655
GO:1990439	GO:1990439	0.601
GO:0004741	GO:0004741	0.751
GO:0017018	GO:0017018	0.655
GO:0101006	GO:0101006	0.751
GO:0016779	GO:0016779	0.709
GO:0070567	GO:0070567	0.833
GO:0047349	GO:0047349	0.673
GO:0004605	GO:0004605	0.673
GO:0008781	GO:0008781	0.673
GO:0004105	GO:0004105	0.673
GO:0051879	GO:0051879	0.639
GO:0042731	GO:0042731	0.639
GO:0030165	GO:0030165	0.639
GO:0070016	GO:0070016	0.639
GO:0042169	GO:0042169	0.639
GO:0070974	GO:0070974	0.639
GO:0017124	GO:0017124	0.639
GO:0071532	GO:0071532	0.639
GO:0097161	GO:0097161	0.639
GO:0050682	GO:0050682	0.639
GO:0050692	GO:0050692	0.639
GO:0050693	GO:0050693	0.639
GO:0050699	GO:0050699	0.639
GO:0071987	GO:0071987	0.639
GO:0070742	GO:0070742	0.639
GO:0051425	GO:0051425	0.639
GO:0071535	GO:0071535	0.639
GO:0097016	GO:0097016	0.639
GO:0030275	GO:0030275	0.639
GO:1990444	GO:1990444	0.639
GO:0070513	GO:0070513	0.639
GO:0035877	GO:0035877	0.639
GO:0071837	GO:0071837	0.639
GO:0035851	GO:0035851	0.639
GO:0030911	GO:0030911	0.639
GO:0050700	GO:0050700	0.639
GO:0030274	GO:0030274	0.639
GO:0055131	GO:0055131	0.639
GO:0043398	GO:0043398	0.639
GO:0070080	GO:0070080	0.639
GO:0070087	GO:0070087	0.639
GO:0035500	GO:0035500	0.639
GO:0032093	GO:0032093	0.639
GO:0032427	GO:0032427	0.639
GO:0051400	GO:0051400	0.639
GO:0050733	GO:0050733	0.639
GO:0097162	GO:0097162	0.639
GO:0036143	GO:0036143	0.639
GO:0031208	GO:0031208	0.639
GO:1990175	GO:1990175	0.639
GO:0033149	GO:0033149	0.639
GO:0036004	GO:0036004	0.639
GO:0090541	GO:0090541	0.639
GO:0031434	GO:0031434	0.709
GO:0019901	GO:0019901	0.825
GO:0048273	GO:0048273	0.63
GO:0051019	GO:0051019	0.709
GO:0005080	GO:0005080	0.709
GO:0034236	GO:0034236	0.661
GO:0043422	GO:0043422	0.709
GO:0030971	GO:0030971	0.605
GO:1990782	GO:1990782	0.709
GO:0031435	GO:0031435	0.709
GO:0120283	GO:0120283	0.709
GO:0008432	GO:0008432	0.709
GO:0036313	GO:0036313	0.748
GO:0030674	GO:0030674	0.743
GO:0043495	GO:0043495	0.598
GO:0140463	GO:0140463	0.598
GO:1990756	GO:1990756	0.598
GO:0008093	GO:0008093	0.598
GO:0035591	GO:0035591	0.598
GO:0140517	GO:0140517	0.598
GO:0140483	GO:0140483	0.598
GO:0005484	GO:0005484	0.598
GO:0005483	GO:0005483	0.598
GO:0140312	GO:0140312	0.598
GO:0001784	GO:0001784	0.689
GO:0003713	GO:0003713	0.669
GO:0003712	GO:0003712	0.831
GO:0003682	GO:0003682	0.788
GO:0015079	GO:0015079	0.636
GO:0005384	GO:0005384	0.564
GO:0005375	GO:0005375	0.564
GO:0015081	GO:0015081	0.636
GO:0015095	GO:0015095	0.636
GO:0015075	GO:0015075	0.575
GO:0008324	GO:0008324	0.666
GO:0005385	GO:0005385	0.564
GO:0015086	GO:0015086	0.564
GO:0005381	GO:0005381	0.564
GO:0046915	GO:0046915	0.636
GO:0015087	GO:0015087	0.564
GO:0015094	GO:0015094	0.56
GO:0015099	GO:0015099	0.564
GO:0015100	GO:0015100	0.564
GO:0008514	GO:0008514	0.66
GO:0022857	GO:0022857	0.573
GO:0015101	GO:0015101	0.59
GO:0005275	GO:0005275	0.66
GO:1901474	GO:1901474	0.66
GO:0015232	GO:0015232	0.66
GO:0015204	GO:0015204	0.609
GO:0015205	GO:0015205	0.66
GO:1901505	GO:1901505	0.66
GO:0022884	GO:0022884	0.66
GO:0071714	GO:0071714	0.66
GO:1904680	GO:1904680	0.609
GO:0005342	GO:0005342	0.66
GO:0008509	GO:0008509	0.825
GO:0015932	GO:0015932	0.66
GO:0015605	GO:0015605	0.66
GO:0015203	GO:0015203	0.66
GO:0015267	GO:0015267	0.709
GO:0015651	GO:0015651	0.557
GO:0015220	GO:0015220	0.557
GO:0015264	GO:0015264	0.768
GO:0034228	GO:0034228	0.573
GO:0050061	GO:0050061	0.839
GO:0052814	GO:0052814	0.839
GO:0008802	GO:0008802	0.839
GO:0019145	GO:0019145	0.839
GO:0018467	GO:0018467	0.839
GO:0018479	GO:0018479	0.754
GO:0008957	GO:0008957	0.839
GO:0033721	GO:0033721	0.673
GO:0032557	GO:0032557	0.572
GO:0032556	GO:0032556	0.572
GO:0004029	GO:0004029	0.839
GO:0019842	GO:0019842	0.788
GO:0005536	GO:0005536	0.598
GO:0019825	GO:0019825	0.788
GO:0019826	GO:0019826	0.594
GO:0048029	GO:0048029	0.687
GO:0072545	GO:0072545	0.594
GO:0005537	GO:0005537	0.598
GO:0042806	GO:0042806	0.598
GO:0070061	GO:0070061	0.598
GO:0005534	GO:0005534	0.598
GO:0050146	GO:0050146	0.653
GO:0043771	GO:0043771	0.607
GO:0061769	GO:0061769	0.59
GO:0004856	GO:0004856	0.653
GO:0008865	GO:0008865	0.577
GO:0004340	GO:0004340	0.577
GO:0004396	GO:0004396	0.653
GO:0019158	GO:0019158	0.577
GO:0004743	GO:0004743	0.59
GO:0016303	GO:0016303	0.569
GO:0046934	GO:0046934	0.569
GO:0035005	GO:0035005	0.569
GO:0009384	GO:0009384	0.653
GO:0019202	GO:0019202	0.59
GO:0047992	GO:0047992	0.653
GO:0000825	GO:0000825	0.624
GO:0047326	GO:0047326	0.624
GO:0000824	GO:0000824	0.624
GO:0008440	GO:0008440	0.624
GO:0000823	GO:0000823	0.624
GO:0004747	GO:0004747	0.653
GO:0004001	GO:0004001	0.607
GO:0004430	GO:0004430	0.624
GO:0017050	GO:0017050	0.59
GO:0001727	GO:0001727	0.59
GO:0008481	GO:0008481	0.653
GO:0051731	GO:0051731	0.653
GO:0004335	GO:0004335	0.653
GO:0033858	GO:0033858	0.653
GO:0052726	GO:0052726	0.624
GO:0052725	GO:0052725	0.624
GO:0047325	GO:0047325	0.624
GO:0052835	GO:0052835	0.624
GO:0003873	GO:0003873	0.577
GO:0003872	GO:0003872	0.577
GO:0000285	GO:0000285	0.624
GO:0016308	GO:0016308	0.624
GO:0052810	GO:0052810	0.624
GO:0016309	GO:0016309	0.624
GO:0019150	GO:0019150	0.653
GO:0042301	GO:0042301	0.639
GO:0005504	GO:0005504	0.661
GO:0033691	GO:0033691	0.751
GO:0070335	GO:0070335	0.605
GO:0016595	GO:0016595	0.605
GO:0016594	GO:0016594	0.566
GO:0070905	GO:0070905	0.566
GO:0016597	GO:0016597	0.825
GO:0032052	GO:0032052	0.709
GO:0070728	GO:0070728	0.709
GO:0036041	GO:0036041	0.605
GO:0050543	GO:0050543	0.563
GO:0034618	GO:0034618	0.566
GO:0004459	GO:0004459	0.59
GO:0030060	GO:0030060	0.59
GO:0046554	GO:0046554	0.59
GO:0033764	GO:0033764	0.609
GO:0008720	GO:0008720	0.59
GO:0046526	GO:0046526	0.59
GO:0098641	GO:0098641	0.683
GO:0098631	GO:0098631	0.639
GO:0004572	GO:0004572	0.728
GO:0004571	GO:0004571	0.728
GO:0004569	GO:0004569	0.839
GO:2001069	GO:2001069	0.657
GO:0030247	GO:0030247	0.788
GO:0070492	GO:0070492	0.788
GO:2001065	GO:2001065	0.657
GO:2001070	GO:2001070	0.657
GO:0048030	GO:0048030	0.657
GO:0030395	GO:0030395	0.573
GO:0001872	GO:0001872	0.657
GO:0019104	GO:0019104	0.751
GO:0008263	GO:0008263	0.608
GO:0004844	GO:0004844	0.608
GO:0003905	GO:0003905	0.669
GO:0008534	GO:0008534	0.608
GO:0000703	GO:0000703	0.608
GO:0034039	GO:0034039	0.564
GO:0061809	GO:0061809	0.709
GO:0000701	GO:0000701	0.608
GO:0004559	GO:0004559	0.728
GO:0060422	GO:0060422	0.564
GO:0004866	GO:0004866	0.875
GO:0030414	GO:0030414	0.703
GO:0019828	GO:0019828	0.743
GO:0004867	GO:0004867	0.743
GO:0008191	GO:0008191	0.743
GO:0043027	GO:0043027	0.812
GO:0010859	GO:0010859	0.869
GO:0061135	GO:0061135	0.62
GO:0008289	GO:0008289	0.687
GO:0120146	GO:0120146	0.584
GO:0051861	GO:0051861	0.691
GO:0061575	GO:0061575	0.805
GO:0019887	GO:0019887	0.62
GO:0030295	GO:0030295	0.875
GO:0030297	GO:0030297	0.577
GO:0030296	GO:0030296	0.743
GO:0019209	GO:0019209	0.703
GO:0030298	GO:0030298	0.645
GO:0031625	GO:0031625	0.689
GO:0031267	GO:0031267	0.689
GO:1990381	GO:1990381	0.689
GO:0031624	GO:0031624	0.689
GO:0089720	GO:0089720	0.689
GO:0001042	GO:0001042	0.608
GO:0016531	GO:0016531	0.63
GO:0034987	GO:0034987	0.639
GO:0046875	GO:0046875	0.639
GO:0005158	GO:0005158	0.584
GO:0035254	GO:0035254	0.639
GO:0042975	GO:0042975	0.639
GO:0005112	GO:0005112	0.639
GO:0070851	GO:0070851	0.639
GO:0090722	GO:0090722	0.639
GO:0033612	GO:0033612	0.639
GO:1990890	GO:1990890	0.639
GO:0005159	GO:0005159	0.639
GO:0050811	GO:0050811	0.639
GO:0005176	GO:0005176	0.639
GO:0038191	GO:0038191	0.639
GO:0033130	GO:0033130	0.639
GO:0034190	GO:0034190	0.639
GO:0035325	GO:0035325	0.639
GO:0042609	GO:0042609	0.639
GO:0042610	GO:0042610	0.639
GO:0042608	GO:0042608	0.584
GO:0017098	GO:0017098	0.639
GO:0005113	GO:0005113	0.639
GO:1990460	GO:1990460	0.639
GO:0042043	GO:0042043	0.639
GO:0005124	GO:0005124	0.639
GO:0070325	GO:0070325	0.639
GO:0050786	GO:0050786	0.639
GO:0039552	GO:0039552	0.639
GO:0030215	GO:0030215	0.639
GO:0043125	GO:0043125	0.639
GO:0048495	GO:0048495	0.639
GO:0005115	GO:0005115	0.639
GO:0042287	GO:0042287	0.639
GO:0030156	GO:0030156	0.639
GO:0046703	GO:0046703	0.639
GO:0004618	GO:0004618	0.653
GO:0008097	GO:0008097	0.741
GO:0003746	GO:0003746	0.663
GO:0030623	GO:0030623	0.741
GO:0070181	GO:0070181	0.741
GO:0048027	GO:0048027	0.741
GO:0003730	GO:0003730	0.741
GO:0035198	GO:0035198	0.741
GO:0035925	GO:0035925	0.667
GO:0098808	GO:0098808	0.67
GO:0000340	GO:0000340	0.741
GO:0035197	GO:0035197	0.741
GO:0003743	GO:0003743	0.663
GO:0008143	GO:0008143	0.667
GO:0097158	GO:0097158	0.667
GO:0030619	GO:0030619	0.741
GO:0030620	GO:0030620	0.741
GO:0034511	GO:0034511	0.741
GO:0071209	GO:0071209	0.741
GO:0017070	GO:0017070	0.741
GO:0030629	GO:0030629	0.667
GO:0034046	GO:0034046	0.667
GO:0008266	GO:0008266	0.667
GO:1990825	GO:1990825	0.741
GO:0070180	GO:0070180	0.741
GO:0034513	GO:0034513	0.741
GO:0030350	GO:0030350	0.741
GO:0097322	GO:0097322	0.741
GO:0001069	GO:0001069	0.765
GO:0008135	GO:0008135	0.723
GO:0097157	GO:0097157	0.741
GO:0030621	GO:0030621	0.741
GO:0030622	GO:0030622	0.741
GO:1990400	GO:1990400	0.667
GO:1990856	GO:1990856	0.741
GO:0003747	GO:0003747	0.617
GO:0016149	GO:0016149	0.583
GO:0008079	GO:0008079	0.663
GO:0030628	GO:0030628	0.741
GO:0008187	GO:0008187	0.741
GO:0033592	GO:0033592	0.633
GO:0034584	GO:0034584	0.741
GO:0071207	GO:0071207	0.741
GO:0035368	GO:0035368	0.741
GO:0002153	GO:0002153	0.741
GO:0034057	GO:0034057	0.67
GO:0034512	GO:0034512	0.741
GO:0042134	GO:0042134	0.741
GO:0004357	GO:0004357	0.66
GO:0004632	GO:0004632	0.66
GO:0016874	GO:0016874	0.573
GO:0004639	GO:0004639	0.66
GO:0047730	GO:0047730	0.66
GO:0102102	GO:0102102	0.66
GO:0004363	GO:0004363	0.66
GO:0004835	GO:0004835	0.615
GO:0070735	GO:0070735	0.615
GO:0016881	GO:0016881	0.825
GO:0004598	GO:0004598	0.615
GO:0036094	GO:0036094	0.788
GO:0005503	GO:0005503	0.576
GO:0019841	GO:0019841	0.571
GO:0016918	GO:0016918	0.63
GO:0005502	GO:0005502	0.576
GO:0031177	GO:0031177	0.655
GO:0005499	GO:0005499	0.616
GO:1902271	GO:1902271	0.568
GO:0004185	GO:0004185	0.601
GO:0070009	GO:0070009	0.601
GO:0000048	GO:0000048	0.723
GO:0016746	GO:0016746	0.643
GO:0003810	GO:0003810	0.723
GO:0016603	GO:0016603	0.723
GO:0033819	GO:0033819	0.557
GO:0103068	GO:0103068	0.723
GO:0047801	GO:0047801	0.66
GO:0004587	GO:0004587	0.66
GO:0047305	GO:0047305	0.66
GO:0008453	GO:0008453	0.66
GO:0016223	GO:0016223	0.66
GO:0008483	GO:0008483	0.825
GO:0004760	GO:0004760	0.66
GO:0004084	GO:0004084	0.66
GO:0004648	GO:0004648	0.66
GO:0047298	GO:0047298	0.66
GO:0047536	GO:0047536	0.66
GO:0047958	GO:0047958	0.66
GO:0050094	GO:0050094	0.66
GO:0004069	GO:0004069	0.66
GO:0047315	GO:0047315	0.673
GO:0019003	GO:0019003	0.661
GO:0019002	GO:0019002	0.661
GO:0015293	GO:0015293	0.66
GO:0015349	GO:0015349	0.66
GO:0015292	GO:0015292	0.66
GO:0005315	GO:0005315	0.609
GO:0005471	GO:0005471	0.581
GO:0015216	GO:0015216	0.595
GO:0015230	GO:0015230	0.566
GO:0046964	GO:0046964	0.734
GO:0001409	GO:0001409	0.658
GO:0005347	GO:0005347	0.796
GO:0000295	GO:0000295	0.658
GO:0015217	GO:0015217	0.796
GO:0080122	GO:0080122	0.73
GO:0015228	GO:0015228	0.738
GO:0044610	GO:0044610	0.63
GO:0008521	GO:0008521	0.657
GO:0008517	GO:0008517	0.789
GO:0015367	GO:0015367	0.604
GO:0015383	GO:0015383	0.564
GO:0015225	GO:0015225	0.573
GO:0015233	GO:0015233	0.562
GO:0031418	GO:0031418	0.58
GO:0072544	GO:0072544	0.663
GO:0008518	GO:0008518	0.789
GO:0015350	GO:0015350	0.664
GO:0015137	GO:0015137	0.61
GO:0015142	GO:0015142	0.579
GO:0015129	GO:0015129	0.589
GO:0008028	GO:0008028	0.579
GO:0090416	GO:0090416	0.61
GO:0032217	GO:0032217	0.566
GO:0015171	GO:0015171	0.579
